
                                                                                                                           
                                                                                                                           
###########################################################################################################################
##                                                                                                                       ##
##  1. Create and Populate Temporary Table: ACSBV3_temp_curve                                                            ##
##                                                                                                                       ##
###########################################################################################################################
2025-12-19 18:57:30                                                                                            0602C (v1.0)
                                                                                                                           
COUNT(*)
78

                                                                                                                           
                                                                                                                           
###########################################################################################################################
##                                                                                                                       ##
##  2. Create and Populate Table: ACSBV3_0602C_curve FROM ACSBV3_temp_curve ORDER BY slot_group, ItemLevelBracket        ##
##                                                                                                                       ##
###########################################################################################################################
2025-12-19 18:57:31                                                                                            0602C (v1.0)
                                                                                                                           
slot_group	ItemLevelBracket	armor_raw	armor_3pnt	armor_mono	budget_raw	budget_3pnt	budget_mono
Minor-Armor	60	111.48361	0.00000	0.00000	46.87582	0.00000	0.00000
Minor-Armor	70	155.32609	0.00000	0.00000	67.10978	0.00000	0.00000
Minor-Armor	80	146.47059	0.00000	0.00000	55.76529	0.00000	0.00000
Minor-Armor	90	135.55556	0.00000	0.00000	43.24167	0.00000	0.00000
Minor-Armor	100	158.20000	0.00000	0.00000	51.23000	0.00000	0.00000
Minor-Armor	110	187.08163	0.00000	0.00000	83.78429	0.00000	0.00000
Minor-Armor	120	242.14754	0.00000	0.00000	121.07475	0.00000	0.00000
Minor-Armor	130	241.56757	0.00000	0.00000	108.53243	0.00000	0.00000
Minor-Armor	140	255.42593	0.00000	0.00000	131.55833	0.00000	0.00000
Minor-Armor	150	263.66667	0.00000	0.00000	131.73241	0.00000	0.00000
Minor-Armor	160	235.33333	0.00000	0.00000	81.35833	0.00000	0.00000
Minor-Armor	170	257.27778	0.00000	0.00000	86.35556	0.00000	0.00000
Minor-Armor	180	290.52174	0.00000	0.00000	177.63913	0.00000	0.00000
Minor-Armor	200	327.77027	0.00000	0.00000	242.11689	0.00000	0.00000
Minor-Armor	210	344.58065	0.00000	0.00000	299.00161	0.00000	0.00000
Minor-Armor	220	341.13953	0.00000	0.00000	351.92791	0.00000	0.00000
Minor-Armor	230	360.32000	0.00000	0.00000	379.49200	0.00000	0.00000
Minor-Armor	240	356.00000	0.00000	0.00000	405.28718	0.00000	0.00000
Minor-Armor	250	383.48649	0.00000	0.00000	450.16216	0.00000	0.00000
Minor-Armor	260	390.74286	0.00000	0.00000	483.74429	0.00000	0.00000
Minor-Armor	270	403.42105	0.00000	0.00000	531.07368	0.00000	0.00000
Minor-Armor	280	311.00000	0.00000	0.00000	461.22500	0.00000	0.00000
Moderate-Armor	20	63.73684	0.00000	0.00000	16.23947	0.00000	0.00000
Moderate-Armor	30	79.39130	0.00000	0.00000	25.19565	0.00000	0.00000
Moderate-Armor	40	95.24324	0.00000	0.00000	29.73378	0.00000	0.00000
Moderate-Armor	50	117.84444	0.00000	0.00000	41.17889	0.00000	0.00000
Moderate-Armor	60	149.71429	0.00000	0.00000	57.46071	0.00000	0.00000
Moderate-Armor	70	205.11111	0.00000	0.00000	88.52083	0.00000	0.00000
Moderate-Armor	80	190.94118	0.00000	0.00000	69.47353	0.00000	0.00000
Moderate-Armor	90	179.13333	0.00000	0.00000	67.33000	0.00000	0.00000
Moderate-Armor	100	219.10000	0.00000	0.00000	87.51600	0.00000	0.00000
Moderate-Armor	110	241.13793	0.00000	0.00000	108.76983	0.00000	0.00000
Moderate-Armor	120	312.55882	0.00000	0.00000	144.00147	0.00000	0.00000
Moderate-Armor	130	322.82143	0.00000	0.00000	148.53821	0.00000	0.00000
Moderate-Armor	140	342.63333	0.00000	0.00000	163.13733	0.00000	0.00000
Moderate-Armor	150	364.62069	0.00000	0.00000	176.79655	0.00000	0.00000
Moderate-Armor	160	341.22222	0.00000	0.00000	120.88889	0.00000	0.00000
Moderate-Armor	170	338.33333	0.00000	0.00000	112.23889	0.00000	0.00000
Moderate-Armor	180	398.92308	0.00000	0.00000	219.83846	0.00000	0.00000
Moderate-Armor	200	437.09615	0.00000	0.00000	299.11442	0.00000	0.00000
Moderate-Armor	210	454.06250	0.00000	0.00000	368.62396	0.00000	0.00000
Moderate-Armor	220	462.58824	0.00000	0.00000	422.08235	0.00000	0.00000
Moderate-Armor	230	466.02564	0.00000	0.00000	454.03846	0.00000	0.00000
Moderate-Armor	240	487.64706	0.00000	0.00000	511.09118	0.00000	0.00000
Moderate-Armor	250	500.38462	0.00000	0.00000	548.76923	0.00000	0.00000
Moderate-Armor	260	519.50000	0.00000	0.00000	598.03125	0.00000	0.00000
Moderate-Armor	270	537.50000	0.00000	0.00000	657.30500	0.00000	0.00000

                                                                                                                           
                                                                                                                           
###########################################################################################################################
##                                                                                                                       ##
##  3. Apply 3-Point Smoothing Window to Table: ACSBV3_0602C_curve                                                       ##
##                                                                                                                       ##
###########################################################################################################################
2025-12-19 18:57:31                                                                                            0602C (v1.0)
                                                                                                                           
slot_group	ItemLevelBracket	armor_raw	armor_3pnt	armor_mono	budget_raw	budget_3pnt	budget_mono
Major-Armor	10	62.00000	70.15687	0.00000	14.52283	18.08642	0.00000
Major-Armor	20	78.31373	78.66979	0.00000	21.65000	21.68986	0.00000
Major-Armor	30	95.69565	95.93831	0.00000	28.89674	28.71975	0.00000
Major-Armor	40	113.80556	116.92465	0.00000	35.61250	36.70550	0.00000
Major-Armor	50	141.27273	144.11943	0.00000	45.60727	49.31726	0.00000
Major-Armor	60	177.28000	190.67631	0.00000	66.73200	71.51150	0.00000
Major-Armor	70	253.47619	222.69066	0.00000	102.19524	85.26610	0.00000
Major-Armor	80	237.31579	238.08855	0.00000	86.87105	89.70368	0.00000
Major-Armor	90	223.47368	236.70175	0.00000	80.04474	87.24298	0.00000
Major-Armor	100	249.31579	253.88220	0.00000	94.81316	100.21978	0.00000
Major-Armor	110	288.85714	305.44000	0.00000	125.80143	130.02349	0.00000
Major-Armor	120	378.14706	348.71251	0.00000	169.45588	155.65299	0.00000
Major-Armor	130	379.13333	390.03632	0.00000	171.70167	180.65109	0.00000
Major-Armor	140	412.82857	413.67696	0.00000	200.79571	191.33591	0.00000
Major-Armor	150	449.06897	423.03251	0.00000	201.51034	185.29202	0.00000
Major-Armor	160	407.20000	424.15026	0.00000	153.57000	177.15860	0.00000
Major-Armor	170	416.18182	432.93283	0.00000	176.39545	200.89126	0.00000
Major-Armor	180	475.41667	469.85987	0.00000	272.70833	266.46101	0.00000
Major-Armor	200	517.98113	513.80580	0.00000	350.27925	352.60893	0.00000
Major-Armor	210	548.01961	538.05288	0.00000	434.83922	428.51756	0.00000
Major-Armor	220	548.15789	552.43060	0.00000	500.43421	489.00543	0.00000
Major-Armor	230	561.11429	567.02406	0.00000	531.74286	540.88013	0.00000
Major-Armor	240	591.80000	585.77578	0.00000	590.46333	588.20460	0.00000
Major-Armor	250	604.41304	605.91228	0.00000	642.40761	642.96888	0.00000
Major-Armor	260	621.52381	624.21705	0.00000	696.03571	700.89539	0.00000
Major-Armor	270	646.71429	634.11905	0.00000	764.24286	730.13929	0.00000
Minor-Armor	10	37.73494	43.29604	0.00000	8.77530	11.42502	0.00000
Minor-Armor	20	48.85714	49.82362	0.00000	14.07473	14.23536	0.00000
Minor-Armor	30	62.87879	62.79794	0.00000	19.85606	19.16860	0.00000
Minor-Armor	40	76.65789	76.83027	0.00000	23.57500	25.26280	0.00000
Minor-Armor	50	90.95413	93.03188	0.00000	32.35734	34.26939	0.00000
Minor-Armor	60	111.48361	119.25461	0.00000	46.87582	48.78098	0.00000
Minor-Armor	70	155.32609	137.76010	0.00000	67.10978	56.58363	0.00000
Minor-Armor	80	146.47059	145.78408	0.00000	55.76529	55.37225	0.00000
Minor-Armor	90	135.55556	146.74205	0.00000	43.24167	50.07899	0.00000
Minor-Armor	100	158.20000	160.27906	0.00000	51.23000	59.41865	0.00000
Minor-Armor	110	187.08163	195.80972	0.00000	83.78429	85.36301	0.00000
Minor-Armor	120	242.14754	223.59891	0.00000	121.07475	104.46382	0.00000
Minor-Armor	130	241.56757	246.38035	0.00000	108.53243	120.38850	0.00000
Minor-Armor	140	255.42593	253.55339	0.00000	131.55833	123.94106	0.00000
Minor-Armor	150	263.66667	251.47531	0.00000	131.73241	114.88302	0.00000
Minor-Armor	160	235.33333	252.09259	0.00000	81.35833	99.81543	0.00000
Minor-Armor	170	257.27778	261.04428	0.00000	86.35556	115.11767	0.00000
Minor-Armor	180	290.52174	291.85660	0.00000	177.63913	168.70386	0.00000
Minor-Armor	200	327.77027	320.95755	0.00000	242.11689	239.58588	0.00000
Minor-Armor	210	344.58065	337.83015	0.00000	299.00161	297.68214	0.00000
Minor-Armor	220	341.13953	348.68006	0.00000	351.92791	343.47384	0.00000
Minor-Armor	230	360.32000	352.48651	0.00000	379.49200	378.90236	0.00000
Minor-Armor	240	356.00000	366.60216	0.00000	405.28718	411.64711	0.00000
Minor-Armor	250	383.48649	376.74312	0.00000	450.16216	446.39788	0.00000
Minor-Armor	260	390.74286	392.55013	0.00000	483.74429	488.32671	0.00000
Minor-Armor	270	403.42105	368.38797	0.00000	531.07368	492.01432	0.00000
Minor-Armor	280	311.00000	357.21053	0.00000	461.22500	496.14934	0.00000
Moderate-Armor	20	63.73684	71.56407	0.00000	16.23947	20.71756	0.00000
Moderate-Armor	30	79.39130	79.45713	0.00000	25.19565	23.72297	0.00000
Moderate-Armor	40	95.24324	97.49299	0.00000	29.73378	32.03611	0.00000
Moderate-Armor	50	117.84444	120.93399	0.00000	41.17889	42.79113	0.00000
Moderate-Armor	60	149.71429	157.55661	0.00000	57.46071	62.38681	0.00000
Moderate-Armor	70	205.11111	181.92219	0.00000	88.52083	71.81836	0.00000
Moderate-Armor	80	190.94118	191.72854	0.00000	69.47353	75.10812	0.00000
Moderate-Armor	90	179.13333	196.39150	0.00000	67.33000	74.77318	0.00000
Moderate-Armor	100	219.10000	213.12375	0.00000	87.51600	87.87194	0.00000
Moderate-Armor	110	241.13793	257.59892	0.00000	108.76983	113.42910	0.00000
Moderate-Armor	120	312.55882	292.17273	0.00000	144.00147	133.76984	0.00000
Moderate-Armor	130	322.82143	326.00453	0.00000	148.53821	151.89234	0.00000
Moderate-Armor	140	342.63333	343.35848	0.00000	163.13733	162.82403	0.00000
Moderate-Armor	150	364.62069	349.49208	0.00000	176.79655	153.60759	0.00000
Moderate-Armor	160	341.22222	348.05875	0.00000	120.88889	136.64144	0.00000
Moderate-Armor	170	338.33333	359.49288	0.00000	112.23889	150.98875	0.00000
Moderate-Armor	180	398.92308	391.45085	0.00000	219.83846	210.39726	0.00000
Moderate-Armor	200	437.09615	430.02724	0.00000	299.11442	295.85895	0.00000
Moderate-Armor	210	454.06250	451.24896	0.00000	368.62396	363.27358	0.00000
Moderate-Armor	220	462.58824	460.89213	0.00000	422.08235	414.91492	0.00000
Moderate-Armor	230	466.02564	472.08698	0.00000	454.03846	462.40400	0.00000
Moderate-Armor	240	487.64706	484.68577	0.00000	511.09118	504.63296	0.00000
Moderate-Armor	250	500.38462	502.51056	0.00000	548.76923	552.63055	0.00000
Moderate-Armor	260	519.50000	519.12821	0.00000	598.03125	601.36849	0.00000
Moderate-Armor	270	537.50000	528.50000	0.00000	657.30500	627.66813	0.00000

                                                                                                                           
                                                                                                                           
###########################################################################################################################
##                                                                                                                       ##
##  4. Apply Monotonic Enforcement to Table: ACSBV3_0602C_curve                                                          ##
##                                                                                                                       ##
###########################################################################################################################
2025-12-19 18:57:32                                                                                            0602C (v1.0)
                                                                                                                           
slot_group	ItemLevelBracket	armor_raw	armor_3pnt	armor_mono	budget_raw	budget_3pnt	budget_mono
Major-Armor	10	62.00000	70.15687	70.15687	14.52283	18.08642	18.08642
Major-Armor	20	78.31373	78.66979	78.66979	21.65000	21.68986	21.68986
Major-Armor	30	95.69565	95.93831	95.93831	28.89674	28.71975	28.71975
Major-Armor	40	113.80556	116.92465	116.92465	35.61250	36.70550	36.70550
Major-Armor	50	141.27273	144.11943	144.11943	45.60727	49.31726	49.31726
Major-Armor	60	177.28000	190.67631	190.67631	66.73200	71.51150	71.51150
Major-Armor	70	253.47619	222.69066	222.69066	102.19524	85.26610	85.26610
Major-Armor	80	237.31579	238.08855	238.08855	86.87105	89.70368	89.70368
Major-Armor	90	223.47368	236.70175	238.08855	80.04474	87.24298	89.70368
Major-Armor	100	249.31579	253.88220	253.88220	94.81316	100.21978	100.21978
Major-Armor	110	288.85714	305.44000	305.44000	125.80143	130.02349	130.02349
Major-Armor	120	378.14706	348.71251	348.71251	169.45588	155.65299	155.65299
Major-Armor	130	379.13333	390.03632	390.03632	171.70167	180.65109	180.65109
Major-Armor	140	412.82857	413.67696	413.67696	200.79571	191.33591	191.33591
Major-Armor	150	449.06897	423.03251	423.03251	201.51034	185.29202	191.33591
Major-Armor	160	407.20000	424.15026	424.15026	153.57000	177.15860	191.33591
Major-Armor	170	416.18182	432.93283	432.93283	176.39545	200.89126	200.89126
Major-Armor	180	475.41667	469.85987	469.85987	272.70833	266.46101	266.46101
Major-Armor	200	517.98113	513.80580	513.80580	350.27925	352.60893	352.60893
Major-Armor	210	548.01961	538.05288	538.05288	434.83922	428.51756	428.51756
Major-Armor	220	548.15789	552.43060	552.43060	500.43421	489.00543	489.00543
Major-Armor	230	561.11429	567.02406	567.02406	531.74286	540.88013	540.88013
Major-Armor	240	591.80000	585.77578	585.77578	590.46333	588.20460	588.20460
Major-Armor	250	604.41304	605.91228	605.91228	642.40761	642.96888	642.96888
Major-Armor	260	621.52381	624.21705	624.21705	696.03571	700.89539	700.89539
Major-Armor	270	646.71429	634.11905	634.11905	764.24286	730.13929	730.13929
Minor-Armor	10	37.73494	43.29604	43.29604	8.77530	11.42502	11.42502
Minor-Armor	20	48.85714	49.82362	49.82362	14.07473	14.23536	14.23536
Minor-Armor	30	62.87879	62.79794	62.79794	19.85606	19.16860	19.16860
Minor-Armor	40	76.65789	76.83027	76.83027	23.57500	25.26280	25.26280
Minor-Armor	50	90.95413	93.03188	93.03188	32.35734	34.26939	34.26939
Minor-Armor	60	111.48361	119.25461	119.25461	46.87582	48.78098	48.78098
Minor-Armor	70	155.32609	137.76010	137.76010	67.10978	56.58363	56.58363
Minor-Armor	80	146.47059	145.78408	145.78408	55.76529	55.37225	56.58363
Minor-Armor	90	135.55556	146.74205	146.74205	43.24167	50.07899	56.58363
Minor-Armor	100	158.20000	160.27906	160.27906	51.23000	59.41865	59.41865
Minor-Armor	110	187.08163	195.80972	195.80972	83.78429	85.36301	85.36301
Minor-Armor	120	242.14754	223.59891	223.59891	121.07475	104.46382	104.46382
Minor-Armor	130	241.56757	246.38035	246.38035	108.53243	120.38850	120.38850
Minor-Armor	140	255.42593	253.55339	253.55339	131.55833	123.94106	123.94106
Minor-Armor	150	263.66667	251.47531	253.55339	131.73241	114.88302	123.94106
Minor-Armor	160	235.33333	252.09259	253.55339	81.35833	99.81543	123.94106
Minor-Armor	170	257.27778	261.04428	261.04428	86.35556	115.11767	123.94106
Minor-Armor	180	290.52174	291.85660	291.85660	177.63913	168.70386	168.70386
Minor-Armor	200	327.77027	320.95755	320.95755	242.11689	239.58588	239.58588
Minor-Armor	210	344.58065	337.83015	337.83015	299.00161	297.68214	297.68214
Minor-Armor	220	341.13953	348.68006	348.68006	351.92791	343.47384	343.47384
Minor-Armor	230	360.32000	352.48651	352.48651	379.49200	378.90236	378.90236
Minor-Armor	240	356.00000	366.60216	366.60216	405.28718	411.64711	411.64711
Minor-Armor	250	383.48649	376.74312	376.74312	450.16216	446.39788	446.39788
Minor-Armor	260	390.74286	392.55013	392.55013	483.74429	488.32671	488.32671
Minor-Armor	270	403.42105	368.38797	392.55013	531.07368	492.01432	492.01432
Minor-Armor	280	311.00000	357.21053	392.55013	461.22500	496.14934	496.14934
Moderate-Armor	20	63.73684	71.56407	71.56407	16.23947	20.71756	20.71756
Moderate-Armor	30	79.39130	79.45713	79.45713	25.19565	23.72297	23.72297
Moderate-Armor	40	95.24324	97.49299	97.49299	29.73378	32.03611	32.03611
Moderate-Armor	50	117.84444	120.93399	120.93399	41.17889	42.79113	42.79113
Moderate-Armor	60	149.71429	157.55661	157.55661	57.46071	62.38681	62.38681
Moderate-Armor	70	205.11111	181.92219	181.92219	88.52083	71.81836	71.81836
Moderate-Armor	80	190.94118	191.72854	191.72854	69.47353	75.10812	75.10812
Moderate-Armor	90	179.13333	196.39150	196.39150	67.33000	74.77318	75.10812
Moderate-Armor	100	219.10000	213.12375	213.12375	87.51600	87.87194	87.87194
Moderate-Armor	110	241.13793	257.59892	257.59892	108.76983	113.42910	113.42910
Moderate-Armor	120	312.55882	292.17273	292.17273	144.00147	133.76984	133.76984
Moderate-Armor	130	322.82143	326.00453	326.00453	148.53821	151.89234	151.89234
Moderate-Armor	140	342.63333	343.35848	343.35848	163.13733	162.82403	162.82403
Moderate-Armor	150	364.62069	349.49208	349.49208	176.79655	153.60759	162.82403
Moderate-Armor	160	341.22222	348.05875	349.49208	120.88889	136.64144	162.82403
Moderate-Armor	170	338.33333	359.49288	359.49288	112.23889	150.98875	162.82403
Moderate-Armor	180	398.92308	391.45085	391.45085	219.83846	210.39726	210.39726
Moderate-Armor	200	437.09615	430.02724	430.02724	299.11442	295.85895	295.85895
Moderate-Armor	210	454.06250	451.24896	451.24896	368.62396	363.27358	363.27358
Moderate-Armor	220	462.58824	460.89213	460.89213	422.08235	414.91492	414.91492
Moderate-Armor	230	466.02564	472.08698	472.08698	454.03846	462.40400	462.40400
Moderate-Armor	240	487.64706	484.68577	484.68577	511.09118	504.63296	504.63296
Moderate-Armor	250	500.38462	502.51056	502.51056	548.76923	552.63055	552.63055
Moderate-Armor	260	519.50000	519.12821	519.12821	598.03125	601.36849	601.36849
Moderate-Armor	270	537.50000	528.50000	528.50000	657.30500	627.66813	627.66813

ACSBV3-06-02C.sql Complete: Part 3 of 6. Please run ACSBV3-06-02D.sql next...

                                                                                                                           
2025-12-19 18:57:32                                                                                            0602C (v1.0)
###########################################################################################################################
##  END PRINT OUT                                                                                                        ##
###########################################################################################################################
                                                                                                                           
                                                                                                                           
