
                                                                                                                           
                                                                                                                           
###########################################################################################################################
##                                                                                                                       ##
##  1. Create and Populate Temporary Table: ACSBV3_temp_curve                                                            ##
##                                                                                                                       ##
###########################################################################################################################
2025-12-19 18:57:32                                                                                            0602D (v1.0)
                                                                                                                           
COUNT(*)
78

                                                                                                                           
                                                                                                                           
###########################################################################################################################
##                                                                                                                       ##
##  2. Create and Populate Table: ACSBV3_0602D_curve FROM ACSBV3_temp_curve ORDER BY slot_group, ItemLevelBracket        ##
##                                                                                                                       ##
###########################################################################################################################
2025-12-19 18:57:32                                                                                            0602D (v1.0)
                                                                                                                           
slot_group	ItemLevelBracket	armor_raw	armor_3pnt	armor_mono	budget_raw	budget_3pnt	budget_mono
Minor-Armor	250	855.64103	0.00000	0.00000	538.89231	0.00000	0.00000
Minor-Armor	260	870.86486	0.00000	0.00000	575.04324	0.00000	0.00000
Minor-Armor	270	930.89474	0.00000	0.00000	640.63947	0.00000	0.00000
Minor-Armor	280	986.50000	0.00000	0.00000	727.57500	0.00000	0.00000
Moderate-Armor	20	135.52632	0.00000	0.00000	30.25526	0.00000	0.00000
Moderate-Armor	30	166.97297	0.00000	0.00000	41.35405	0.00000	0.00000
Moderate-Armor	40	195.48718	0.00000	0.00000	48.35513	0.00000	0.00000
Moderate-Armor	50	241.10811	0.00000	0.00000	63.65946	0.00000	0.00000
Moderate-Armor	60	293.98000	0.00000	0.00000	87.20000	0.00000	0.00000
Moderate-Armor	70	397.60714	0.00000	0.00000	128.71429	0.00000	0.00000
Moderate-Armor	80	419.64706	0.00000	0.00000	112.98824	0.00000	0.00000
Moderate-Armor	90	393.08333	0.00000	0.00000	95.58750	0.00000	0.00000
Moderate-Armor	100	483.23529	0.00000	0.00000	133.08824	0.00000	0.00000
Moderate-Armor	110	519.95000	0.00000	0.00000	164.29750	0.00000	0.00000
Moderate-Armor	120	667.84375	0.00000	0.00000	215.29063	0.00000	0.00000
Moderate-Armor	130	686.29630	0.00000	0.00000	217.12222	0.00000	0.00000
Moderate-Armor	140	744.50000	0.00000	0.00000	243.21313	0.00000	0.00000
Moderate-Armor	150	779.20833	0.00000	0.00000	247.68125	0.00000	0.00000
Moderate-Armor	160	756.87500	0.00000	0.00000	217.55625	0.00000	0.00000
Moderate-Armor	170	733.12500	0.00000	0.00000	168.15000	0.00000	0.00000
Moderate-Armor	180	890.93333	0.00000	0.00000	344.19000	0.00000	0.00000
Moderate-Armor	200	972.42308	0.00000	0.00000	411.30962	0.00000	0.00000
Moderate-Armor	210	1008.45000	0.00000	0.00000	476.86375	0.00000	0.00000
Moderate-Armor	220	1022.58333	0.00000	0.00000	532.93750	0.00000	0.00000
Moderate-Armor	230	1041.63415	0.00000	0.00000	575.11585	0.00000	0.00000
Moderate-Armor	240	1085.77778	0.00000	0.00000	625.85417	0.00000	0.00000
Moderate-Armor	250	1108.61905	0.00000	0.00000	663.04048	0.00000	0.00000
Moderate-Armor	260	1151.29412	0.00000	0.00000	724.36176	0.00000	0.00000
Moderate-Armor	270	1191.14286	0.00000	0.00000	786.60476	0.00000	0.00000

                                                                                                                           
                                                                                                                           
###########################################################################################################################
##                                                                                                                       ##
##  3. Apply 3-Point Smoothing Window to Table: ACSBV3_0602D_curve                                                       ##
##                                                                                                                       ##
###########################################################################################################################
2025-12-19 18:57:34                                                                                            0602D (v1.0)
                                                                                                                           
slot_group	ItemLevelBracket	armor_raw	armor_3pnt	armor_mono	budget_raw	budget_3pnt	budget_mono
Major-Armor	10	129.70270	153.89897	0.00000	27.91622	34.76466	0.00000
Major-Armor	20	178.09524	172.25785	0.00000	41.61310	40.12034	0.00000
Major-Armor	30	208.97561	208.90167	0.00000	50.83171	50.89299	0.00000
Major-Armor	40	239.63415	246.55077	0.00000	60.23415	62.79358	0.00000
Major-Armor	50	291.04255	299.19480	0.00000	77.31489	81.09301	0.00000
Major-Armor	60	366.90769	383.15733	0.00000	105.73000	112.12656	0.00000
Major-Armor	70	491.52174	446.75981	0.00000	153.33478	129.94159	0.00000
Major-Armor	80	481.85000	490.63502	0.00000	130.76000	134.59382	0.00000
Major-Armor	90	498.53333	515.83990	0.00000	119.68667	135.59434	0.00000
Major-Armor	100	567.13636	565.11741	0.00000	156.33636	157.67752	0.00000
Major-Armor	110	629.68254	667.48249	0.00000	197.00952	205.35386	0.00000
Major-Armor	120	805.62857	749.77037	0.00000	262.71571	238.75897	0.00000
Major-Armor	130	814.00000	842.55212	0.00000	256.55167	270.46505	0.00000
Major-Armor	140	908.02778	896.58897	0.00000	292.12778	284.98373	0.00000
Major-Armor	150	967.73913	922.58897	0.00000	306.27174	284.88873	0.00000
Major-Armor	160	892.00000	934.66304	0.00000	256.26667	279.81697	0.00000
Major-Armor	170	944.25000	967.39103	0.00000	276.91250	302.15716	0.00000
Major-Armor	180	1065.92308	1057.62180	0.00000	373.29231	376.32019	0.00000
Major-Armor	200	1162.69231	1148.57470	0.00000	478.75577	471.92653	0.00000
Major-Armor	210	1217.10870	1202.92132	0.00000	563.73152	553.38589	0.00000
Major-Armor	220	1228.96296	1226.67906	0.00000	617.67037	615.88914	0.00000
Major-Armor	230	1233.96552	1257.59521	0.00000	666.26552	668.98696	0.00000
Major-Armor	240	1309.85714	1295.51664	0.00000	723.02500	724.48055	0.00000
Major-Armor	250	1342.72727	1345.86147	0.00000	784.15114	781.84038	0.00000
Major-Armor	260	1385.00000	1388.20734	0.00000	838.34500	847.62415	0.00000
Major-Armor	270	1436.89474	1410.94737	0.00000	920.37632	879.36066	0.00000
Minor-Armor	10	77.87500	92.53609	0.00000	16.51597	20.95940	0.00000
Minor-Armor	20	107.19718	104.26648	0.00000	25.40282	24.72577	0.00000
Minor-Armor	30	127.72727	127.68566	0.00000	32.25852	31.96583	0.00000
Minor-Armor	40	148.13253	152.35261	0.00000	38.23614	40.55565	0.00000
Minor-Armor	50	181.19802	183.90074	0.00000	51.17228	52.10694	0.00000
Minor-Armor	60	222.37168	245.17948	0.00000	66.91239	75.19177	0.00000
Minor-Armor	70	331.96875	285.29627	0.00000	107.49063	86.03488	0.00000
Minor-Armor	80	301.54839	310.39113	0.00000	83.70161	87.31668	0.00000
Minor-Armor	90	297.65625	319.40155	0.00000	70.75781	83.19058	0.00000
Minor-Armor	100	359.00000	351.30296	0.00000	95.11233	96.54882	0.00000
Minor-Armor	110	397.25263	422.19350	0.00000	123.77632	132.56644	0.00000
Minor-Armor	120	510.32787	471.52683	0.00000	178.81066	155.97855	0.00000
Minor-Armor	130	507.00000	521.79556	0.00000	165.34868	178.67011	0.00000
Minor-Armor	140	548.05882	541.14539	0.00000	191.85098	184.23259	0.00000
Minor-Armor	150	568.37736	546.81206	0.00000	195.49811	172.15664	0.00000
Minor-Armor	160	524.00000	553.66282	0.00000	129.12083	158.16928	0.00000
Minor-Armor	170	568.61111	578.43098	0.00000	149.88889	176.10476	0.00000
Minor-Armor	180	642.68182	647.77383	0.00000	249.30455	239.69758	0.00000
Minor-Armor	200	732.02857	710.34262	0.00000	319.89929	315.00340	0.00000
Minor-Armor	210	756.31746	753.38201	0.00000	375.80635	377.09521	0.00000
Minor-Armor	220	771.80000	779.95313	0.00000	435.58000	424.85029	0.00000
Minor-Armor	230	811.74194	791.24266	0.00000	463.16452	458.35244	0.00000
Minor-Armor	240	790.18605	819.18967	0.00000	476.31279	492.78987	0.00000
Minor-Armor	250	855.64103	838.89731	0.00000	538.89231	530.08278	0.00000
Minor-Armor	260	870.86486	885.80021	0.00000	575.04324	584.85834	0.00000
Minor-Armor	270	930.89474	929.41987	0.00000	640.63947	647.75257	0.00000
Minor-Armor	280	986.50000	958.69737	0.00000	727.57500	684.10724	0.00000
Moderate-Armor	20	135.52632	151.24965	0.00000	30.25526	35.80466	0.00000
Moderate-Armor	30	166.97297	165.99549	0.00000	41.35405	39.98815	0.00000
Moderate-Armor	40	195.48718	201.18942	0.00000	48.35513	51.12288	0.00000
Moderate-Armor	50	241.10811	243.52510	0.00000	63.65946	66.40486	0.00000
Moderate-Armor	60	293.98000	310.89842	0.00000	87.20000	93.19125	0.00000
Moderate-Armor	70	397.60714	370.41140	0.00000	128.71429	109.63418	0.00000
Moderate-Armor	80	419.64706	403.44584	0.00000	112.98824	112.43001	0.00000
Moderate-Armor	90	393.08333	431.98856	0.00000	95.58750	113.88799	0.00000
Moderate-Armor	100	483.23529	465.42287	0.00000	133.08824	130.99108	0.00000
Moderate-Armor	110	519.95000	557.00968	0.00000	164.29750	170.89212	0.00000
Moderate-Armor	120	667.84375	624.69668	0.00000	215.29063	198.90345	0.00000
Moderate-Armor	130	686.29630	699.54668	0.00000	217.12222	225.20866	0.00000
Moderate-Armor	140	744.50000	736.66821	0.00000	243.21313	236.00553	0.00000
Moderate-Armor	150	779.20833	760.19444	0.00000	247.68125	236.15021	0.00000
Moderate-Armor	160	756.87500	756.40278	0.00000	217.55625	211.12917	0.00000
Moderate-Armor	170	733.12500	793.64444	0.00000	168.15000	243.29875	0.00000
Moderate-Armor	180	890.93333	865.49380	0.00000	344.19000	307.88321	0.00000
Moderate-Armor	200	972.42308	957.26880	0.00000	411.30962	410.78779	0.00000
Moderate-Armor	210	1008.45000	1001.15214	0.00000	476.86375	473.70362	0.00000
Moderate-Armor	220	1022.58333	1024.22249	0.00000	532.93750	528.30570	0.00000
Moderate-Armor	230	1041.63415	1049.99842	0.00000	575.11585	577.96917	0.00000
Moderate-Armor	240	1085.77778	1078.67699	0.00000	625.85417	621.33683	0.00000
Moderate-Armor	250	1108.61905	1115.23032	0.00000	663.04048	671.08547	0.00000
Moderate-Armor	260	1151.29412	1150.35201	0.00000	724.36176	724.66900	0.00000
Moderate-Armor	270	1191.14286	1171.21849	0.00000	786.60476	755.48326	0.00000

                                                                                                                           
                                                                                                                           
###########################################################################################################################
##                                                                                                                       ##
##  4. Apply Monotonic Enforcement to Table: ACSBV3_0602D_curve                                                          ##
##                                                                                                                       ##
###########################################################################################################################
2025-12-19 18:57:35                                                                                            0602D (v1.0)
                                                                                                                           
slot_group	ItemLevelBracket	armor_raw	armor_3pnt	armor_mono	budget_raw	budget_3pnt	budget_mono
Major-Armor	10	129.70270	153.89897	153.89897	27.91622	34.76466	34.76466
Major-Armor	20	178.09524	172.25785	172.25785	41.61310	40.12034	40.12034
Major-Armor	30	208.97561	208.90167	208.90167	50.83171	50.89299	50.89299
Major-Armor	40	239.63415	246.55077	246.55077	60.23415	62.79358	62.79358
Major-Armor	50	291.04255	299.19480	299.19480	77.31489	81.09301	81.09301
Major-Armor	60	366.90769	383.15733	383.15733	105.73000	112.12656	112.12656
Major-Armor	70	491.52174	446.75981	446.75981	153.33478	129.94159	129.94159
Major-Armor	80	481.85000	490.63502	490.63502	130.76000	134.59382	134.59382
Major-Armor	90	498.53333	515.83990	515.83990	119.68667	135.59434	135.59434
Major-Armor	100	567.13636	565.11741	565.11741	156.33636	157.67752	157.67752
Major-Armor	110	629.68254	667.48249	667.48249	197.00952	205.35386	205.35386
Major-Armor	120	805.62857	749.77037	749.77037	262.71571	238.75897	238.75897
Major-Armor	130	814.00000	842.55212	842.55212	256.55167	270.46505	270.46505
Major-Armor	140	908.02778	896.58897	896.58897	292.12778	284.98373	284.98373
Major-Armor	150	967.73913	922.58897	922.58897	306.27174	284.88873	284.98373
Major-Armor	160	892.00000	934.66304	934.66304	256.26667	279.81697	284.98373
Major-Armor	170	944.25000	967.39103	967.39103	276.91250	302.15716	302.15716
Major-Armor	180	1065.92308	1057.62180	1057.62180	373.29231	376.32019	376.32019
Major-Armor	200	1162.69231	1148.57470	1148.57470	478.75577	471.92653	471.92653
Major-Armor	210	1217.10870	1202.92132	1202.92132	563.73152	553.38589	553.38589
Major-Armor	220	1228.96296	1226.67906	1226.67906	617.67037	615.88914	615.88914
Major-Armor	230	1233.96552	1257.59521	1257.59521	666.26552	668.98696	668.98696
Major-Armor	240	1309.85714	1295.51664	1295.51664	723.02500	724.48055	724.48055
Major-Armor	250	1342.72727	1345.86147	1345.86147	784.15114	781.84038	781.84038
Major-Armor	260	1385.00000	1388.20734	1388.20734	838.34500	847.62415	847.62415
Major-Armor	270	1436.89474	1410.94737	1410.94737	920.37632	879.36066	879.36066
Minor-Armor	10	77.87500	92.53609	92.53609	16.51597	20.95940	20.95940
Minor-Armor	20	107.19718	104.26648	104.26648	25.40282	24.72577	24.72577
Minor-Armor	30	127.72727	127.68566	127.68566	32.25852	31.96583	31.96583
Minor-Armor	40	148.13253	152.35261	152.35261	38.23614	40.55565	40.55565
Minor-Armor	50	181.19802	183.90074	183.90074	51.17228	52.10694	52.10694
Minor-Armor	60	222.37168	245.17948	245.17948	66.91239	75.19177	75.19177
Minor-Armor	70	331.96875	285.29627	285.29627	107.49063	86.03488	86.03488
Minor-Armor	80	301.54839	310.39113	310.39113	83.70161	87.31668	87.31668
Minor-Armor	90	297.65625	319.40155	319.40155	70.75781	83.19058	87.31668
Minor-Armor	100	359.00000	351.30296	351.30296	95.11233	96.54882	96.54882
Minor-Armor	110	397.25263	422.19350	422.19350	123.77632	132.56644	132.56644
Minor-Armor	120	510.32787	471.52683	471.52683	178.81066	155.97855	155.97855
Minor-Armor	130	507.00000	521.79556	521.79556	165.34868	178.67011	178.67011
Minor-Armor	140	548.05882	541.14539	541.14539	191.85098	184.23259	184.23259
Minor-Armor	150	568.37736	546.81206	546.81206	195.49811	172.15664	184.23259
Minor-Armor	160	524.00000	553.66282	553.66282	129.12083	158.16928	184.23259
Minor-Armor	170	568.61111	578.43098	578.43098	149.88889	176.10476	184.23259
Minor-Armor	180	642.68182	647.77383	647.77383	249.30455	239.69758	239.69758
Minor-Armor	200	732.02857	710.34262	710.34262	319.89929	315.00340	315.00340
Minor-Armor	210	756.31746	753.38201	753.38201	375.80635	377.09521	377.09521
Minor-Armor	220	771.80000	779.95313	779.95313	435.58000	424.85029	424.85029
Minor-Armor	230	811.74194	791.24266	791.24266	463.16452	458.35244	458.35244
Minor-Armor	240	790.18605	819.18967	819.18967	476.31279	492.78987	492.78987
Minor-Armor	250	855.64103	838.89731	838.89731	538.89231	530.08278	530.08278
Minor-Armor	260	870.86486	885.80021	885.80021	575.04324	584.85834	584.85834
Minor-Armor	270	930.89474	929.41987	929.41987	640.63947	647.75257	647.75257
Minor-Armor	280	986.50000	958.69737	958.69737	727.57500	684.10724	684.10724
Moderate-Armor	20	135.52632	151.24965	151.24965	30.25526	35.80466	35.80466
Moderate-Armor	30	166.97297	165.99549	165.99549	41.35405	39.98815	39.98815
Moderate-Armor	40	195.48718	201.18942	201.18942	48.35513	51.12288	51.12288
Moderate-Armor	50	241.10811	243.52510	243.52510	63.65946	66.40486	66.40486
Moderate-Armor	60	293.98000	310.89842	310.89842	87.20000	93.19125	93.19125
Moderate-Armor	70	397.60714	370.41140	370.41140	128.71429	109.63418	109.63418
Moderate-Armor	80	419.64706	403.44584	403.44584	112.98824	112.43001	112.43001
Moderate-Armor	90	393.08333	431.98856	431.98856	95.58750	113.88799	113.88799
Moderate-Armor	100	483.23529	465.42287	465.42287	133.08824	130.99108	130.99108
Moderate-Armor	110	519.95000	557.00968	557.00968	164.29750	170.89212	170.89212
Moderate-Armor	120	667.84375	624.69668	624.69668	215.29063	198.90345	198.90345
Moderate-Armor	130	686.29630	699.54668	699.54668	217.12222	225.20866	225.20866
Moderate-Armor	140	744.50000	736.66821	736.66821	243.21313	236.00553	236.00553
Moderate-Armor	150	779.20833	760.19444	760.19444	247.68125	236.15021	236.15021
Moderate-Armor	160	756.87500	756.40278	760.19444	217.55625	211.12917	236.15021
Moderate-Armor	170	733.12500	793.64444	793.64444	168.15000	243.29875	243.29875
Moderate-Armor	180	890.93333	865.49380	865.49380	344.19000	307.88321	307.88321
Moderate-Armor	200	972.42308	957.26880	957.26880	411.30962	410.78779	410.78779
Moderate-Armor	210	1008.45000	1001.15214	1001.15214	476.86375	473.70362	473.70362
Moderate-Armor	220	1022.58333	1024.22249	1024.22249	532.93750	528.30570	528.30570
Moderate-Armor	230	1041.63415	1049.99842	1049.99842	575.11585	577.96917	577.96917
Moderate-Armor	240	1085.77778	1078.67699	1078.67699	625.85417	621.33683	621.33683
Moderate-Armor	250	1108.61905	1115.23032	1115.23032	663.04048	671.08547	671.08547
Moderate-Armor	260	1151.29412	1150.35201	1150.35201	724.36176	724.66900	724.66900
Moderate-Armor	270	1191.14286	1171.21849	1171.21849	786.60476	755.48326	755.48326

ACSBV3-06-02D.sql Complete: Part 3 of 6. Please run ACSBV3-06-02E.sql next...

                                                                                                                           
2025-12-19 18:57:36                                                                                            0602D (v1.0)
###########################################################################################################################
##  END PRINT OUT                                                                                                        ##
###########################################################################################################################
                                                                                                                           
                                                                                                                           
