
                                                                                                                           
                                                                                                                           
###########################################################################################################################
##                                                                                                                       ##
##  1. Create and Populate Temporary Table: ACSBV3_temp_curve                                                            ##
##                                                                                                                       ##
###########################################################################################################################
2025-12-19 18:57:25                                                                                            0602A (v1.0)
                                                                                                                           
COUNT(*)
131

                                                                                                                           
                                                                                                                           
###########################################################################################################################
##                                                                                                                       ##
##  2. Create and Populate Table: ACSBV3_0602A_curve FROM ACSBV3_temp_curve ORDER BY slot_group, ItemLevelBracket        ##
##                                                                                                                       ##
###########################################################################################################################
2025-12-19 18:57:25                                                                                            0602A (v1.0)
                                                                                                                           
slot_group	ItemLevelBracket	armor_raw	armor_3pnt	armor_mono	budget_raw	budget_3pnt	budget_mono
Minor-Armor	280	1072.12500	0.00000	0.00000	674.93750	0.00000	0.00000
Moderate-Armor	20	73.14754	0.00000	0.00000	17.76885	0.00000	0.00000
Moderate-Armor	30	89.67442	0.00000	0.00000	26.35078	0.00000	0.00000
Moderate-Armor	40	150.76101	0.00000	0.00000	40.12673	0.00000	0.00000
Moderate-Armor	50	215.73780	0.00000	0.00000	58.42622	0.00000	0.00000
Moderate-Armor	60	243.55365	0.00000	0.00000	75.79077	0.00000	0.00000
Moderate-Armor	70	327.90370	0.00000	0.00000	110.58037	0.00000	0.00000
Moderate-Armor	80	344.94595	0.00000	0.00000	98.11757	0.00000	0.00000
Moderate-Armor	90	345.98113	0.00000	0.00000	90.39377	0.00000	0.00000
Moderate-Armor	100	382.37838	0.00000	0.00000	115.48608	0.00000	0.00000
Moderate-Armor	110	454.27801	0.00000	0.00000	152.64178	0.00000	0.00000
Moderate-Armor	120	602.71429	0.00000	0.00000	205.80321	0.00000	0.00000
Moderate-Armor	130	610.16964	0.00000	0.00000	204.17857	0.00000	0.00000
Moderate-Armor	140	665.77778	0.00000	0.00000	228.29429	0.00000	0.00000
Moderate-Armor	150	714.10000	0.00000	0.00000	242.40836	0.00000	0.00000
Moderate-Armor	160	621.44118	0.00000	0.00000	189.86765	0.00000	0.00000
Moderate-Armor	170	800.35135	0.00000	0.00000	205.84865	0.00000	0.00000
Moderate-Armor	180	865.39623	0.00000	0.00000	318.27830	0.00000	0.00000
Moderate-Armor	200	959.88793	0.00000	0.00000	404.69741	0.00000	0.00000
Moderate-Armor	210	956.90955	0.00000	0.00000	464.66558	0.00000	0.00000
Moderate-Armor	220	1014.60215	0.00000	0.00000	524.31129	0.00000	0.00000
Moderate-Armor	230	1009.78395	0.00000	0.00000	556.53673	0.00000	0.00000
Moderate-Armor	240	1087.22819	0.00000	0.00000	616.39060	0.00000	0.00000
Moderate-Armor	250	1063.68362	0.00000	0.00000	644.85282	0.00000	0.00000
Moderate-Armor	260	1129.83333	0.00000	0.00000	698.25764	0.00000	0.00000
Moderate-Armor	270	1158.63218	0.00000	0.00000	764.38276	0.00000	0.00000
Shield	10	285.14286	0.00000	0.00000	57.52857	0.00000	0.00000
Shield	20	474.89744	0.00000	0.00000	97.26154	0.00000	0.00000
Shield	30	667.85714	0.00000	0.00000	137.28571	0.00000	0.00000
Shield	40	1345.46875	0.00000	0.00000	275.81406	0.00000	0.00000
Shield	50	1752.81081	0.00000	0.00000	357.12973	0.00000	0.00000
Shield	60	2161.11429	0.00000	0.00000	441.82429	0.00000	0.00000
Shield	70	3278.85714	0.00000	0.00000	677.47143	0.00000	0.00000
Shield	80	3015.87500	0.00000	0.00000	611.36250	0.00000	0.00000
Shield	90	3108.00000	0.00000	0.00000	634.21667	0.00000	0.00000
Shield	100	3455.50000	0.00000	0.00000	711.12000	0.00000	0.00000
Shield	110	4135.95455	0.00000	0.00000	862.38273	0.00000	0.00000
Shield	120	5014.66667	0.00000	0.00000	1047.22500	0.00000	0.00000
Shield	130	4778.28571	0.00000	0.00000	988.50000	0.00000	0.00000
Shield	140	5530.80000	0.00000	0.00000	1163.07500	0.00000	0.00000
Shield	150	5987.30769	0.00000	0.00000	1259.18077	0.00000	0.00000
Shield	160	6060.00000	0.00000	0.00000	1295.40000	0.00000	0.00000
Shield	170	5978.83333	0.00000	0.00000	1244.19167	0.00000	0.00000
Shield	180	6536.66667	0.00000	0.00000	1377.38333	0.00000	0.00000
Shield	200	7446.00000	0.00000	0.00000	1629.66000	0.00000	0.00000
Shield	210	7754.00000	0.00000	0.00000	1731.94500	0.00000	0.00000
Shield	220	7890.00000	0.00000	0.00000	1783.23333	0.00000	0.00000
Shield	230	7990.90909	0.00000	0.00000	1804.06364	0.00000	0.00000
Shield	240	8309.00000	0.00000	0.00000	1894.07500	0.00000	0.00000
Shield	250	8579.44444	0.00000	0.00000	1980.65556	0.00000	0.00000
Shield	260	8873.00000	0.00000	0.00000	2057.80000	0.00000	0.00000
Shield	270	9135.40000	0.00000	0.00000	2139.45000	0.00000	0.00000

                                                                                                                           
                                                                                                                           
###########################################################################################################################
##                                                                                                                       ##
##  3. Apply 3-Point Smoothing Window to Table: ACSBV3_0602A_curve                                                       ##
##                                                                                                                       ##
###########################################################################################################################
2025-12-19 18:57:27                                                                                            0602A (v1.0)
                                                                                                                           
slot_group	ItemLevelBracket	armor_raw	armor_3pnt	armor_mono	budget_raw	budget_3pnt	budget_mono
Back	10	13.30000	16.30625	0.00000	3.77600	5.66730	0.00000
Back	20	19.31250	19.27689	0.00000	7.55859	6.99880	0.00000
Back	30	25.21818	24.74659	0.00000	9.66182	9.91953	0.00000
Back	40	29.70909	31.98113	0.00000	12.53818	12.93656	0.00000
Back	50	41.01613	41.77084	0.00000	16.60968	19.14743	0.00000
Back	60	54.58730	58.23623	0.00000	28.29444	27.91629	0.00000
Back	70	79.10526	68.98085	0.00000	38.84474	32.81410	0.00000
Back	80	73.25000	75.51842	0.00000	31.30313	36.00846	0.00000
Back	90	74.20000	79.37222	0.00000	37.87750	36.64354	0.00000
Back	100	90.66667	92.37863	0.00000	40.75000	45.24282	0.00000
Back	110	112.26923	106.31197	0.00000	57.10096	57.98541	0.00000
Back	120	116.00000	111.45085	0.00000	76.10526	66.88541	0.00000
Back	130	106.08333	110.73148	0.00000	67.45000	72.12027	0.00000
Back	140	110.11111	111.06481	0.00000	72.80556	78.12440	0.00000
Back	150	117.00000	126.37037	0.00000	94.11765	86.74821	0.00000
Back	160	152.00000	129.77778	0.00000	93.32143	84.17136	0.00000
Back	170	120.33333	148.57778	0.00000	65.07500	96.83881	0.00000
Back	180	173.40000	151.03333	0.00000	132.12000	124.54667	0.00000
Back	200	159.36667	165.90139	0.00000	176.44500	176.05188	0.00000
Back	210	164.93750	160.43472	0.00000	219.59063	214.12354	0.00000
Back	220	157.00000	174.42361	0.00000	246.33500	248.90715	0.00000
Back	230	201.33333	174.77778	0.00000	280.79583	275.53982	0.00000
Back	240	166.00000	179.84674	0.00000	299.48864	299.35977	0.00000
Back	250	172.20690	180.22048	0.00000	317.79483	321.61116	0.00000
Back	260	202.45455	185.80872	0.00000	347.55000	346.57181	0.00000
Back	270	182.76471	191.40642	0.00000	374.37059	383.35686	0.00000
Back	280	189.00000	185.88236	0.00000	428.15000	401.26030	0.00000
Major-Armor	10	64.33803	76.11206	0.00000	14.85317	19.11266	0.00000
Major-Armor	20	87.88608	86.27878	0.00000	23.37215	22.72341	0.00000
Major-Armor	30	106.61224	122.92889	0.00000	29.94490	33.18994	0.00000
Major-Armor	40	174.28834	169.39521	0.00000	46.25276	45.65997	0.00000
Major-Armor	50	227.28505	231.61453	0.00000	60.78224	65.17430	0.00000
Major-Armor	60	293.27019	308.98233	0.00000	88.48789	93.44090	0.00000
Major-Armor	70	406.39175	375.16844	0.00000	131.05258	113.60064	0.00000
Major-Armor	80	425.84337	425.86409	0.00000	121.26145	123.49087	0.00000
Major-Armor	90	445.35714	446.29184	0.00000	118.15857	124.77947	0.00000
Major-Armor	100	467.67500	481.61389	0.00000	134.91838	143.20709	0.00000
Major-Armor	110	531.80952	561.67794	0.00000	176.54432	182.73463	0.00000
Major-Armor	120	685.54930	652.91057	0.00000	236.74120	219.18006	0.00000
Major-Armor	130	741.37288	748.92476	0.00000	244.25466	254.03686	0.00000
Major-Armor	140	819.85211	809.77090	0.00000	281.11472	271.52707	0.00000
Major-Armor	150	868.08772	867.45363	0.00000	289.21184	280.70315	0.00000
Major-Armor	160	914.42105	882.86524	0.00000	271.78289	272.09245	0.00000
Major-Armor	170	866.08696	928.98985	0.00000	255.28261	300.56158	0.00000
Major-Armor	180	1006.46154	989.56254	0.00000	374.61923	364.85741	0.00000
Major-Armor	200	1096.13913	1090.87471	0.00000	464.67039	463.51206	0.00000
Major-Armor	210	1170.02347	1169.92675	0.00000	551.24657	543.95059	0.00000
Major-Armor	220	1243.61765	1203.90051	0.00000	615.93480	603.35766	0.00000
Major-Armor	230	1198.06040	1249.63916	0.00000	642.89161	656.28697	0.00000
Major-Armor	240	1307.23944	1274.78287	0.00000	710.03451	705.83253	0.00000
Major-Armor	250	1319.04878	1357.63371	0.00000	764.57146	769.73945	0.00000
Major-Armor	260	1446.61290	1394.43512	0.00000	834.61237	832.82105	0.00000
Major-Armor	270	1417.64368	1432.12829	0.00000	899.27931	866.94584	0.00000
Minor-Armor	10	42.80000	49.94304	0.00000	9.60348	12.47715	0.00000
Minor-Armor	20	57.08607	58.35366	0.00000	15.35082	15.45055	0.00000
Minor-Armor	30	75.17490	86.81254	0.00000	21.39734	23.42005	0.00000
Minor-Armor	40	128.17666	119.11328	0.00000	33.51199	33.14296	0.00000
Minor-Armor	50	153.98829	156.83600	0.00000	44.51956	46.29596	0.00000
Minor-Armor	60	188.34304	206.58473	0.00000	60.85634	66.10492	0.00000
Minor-Armor	70	277.42286	242.93184	0.00000	92.93886	77.25287	0.00000
Minor-Armor	80	263.02963	267.59451	0.00000	77.96341	79.43110	0.00000
Minor-Armor	90	262.33103	277.05754	0.00000	67.39103	76.17407	0.00000
Minor-Armor	100	305.81197	302.58203	0.00000	83.16778	88.42813	0.00000
Minor-Armor	110	339.60309	370.95791	0.00000	114.72559	122.42042	0.00000
Minor-Armor	120	467.45868	418.88545	0.00000	169.36789	144.99494	0.00000
Minor-Armor	130	449.59459	475.30803	0.00000	150.89135	167.78196	0.00000
Minor-Armor	140	508.87081	495.91727	0.00000	183.08665	173.39788	0.00000
Minor-Armor	150	529.28641	507.10325	0.00000	186.21563	169.20935	0.00000
Minor-Armor	160	483.15254	506.69587	0.00000	138.32576	153.91920	0.00000
Minor-Armor	170	507.64865	529.46845	0.00000	137.21622	171.65635	0.00000
Minor-Armor	180	597.60417	601.58855	0.00000	239.42708	231.22020	0.00000
Minor-Armor	200	699.51282	672.21517	0.00000	317.01731	308.11258	0.00000
Minor-Armor	210	719.52852	716.47807	0.00000	367.89335	368.27201	0.00000
Minor-Armor	220	730.39286	734.84848	0.00000	419.90536	411.74092	0.00000
Minor-Armor	230	754.62406	742.88042	0.00000	447.42406	444.78997	0.00000
Minor-Armor	240	743.62434	783.99021	0.00000	467.04048	481.05661	0.00000
Minor-Armor	250	853.72222	822.53918	0.00000	528.70528	519.83224	0.00000
Minor-Armor	260	870.27097	894.07313	0.00000	563.75097	573.92014	0.00000
Minor-Armor	270	958.22619	966.87405	0.00000	629.30417	622.66421	0.00000
Minor-Armor	280	1072.12500	1015.17560	0.00000	674.93750	652.12084	0.00000
Moderate-Armor	20	73.14754	81.41098	0.00000	17.76885	22.05982	0.00000
Moderate-Armor	30	89.67442	104.52766	0.00000	26.35078	28.08212	0.00000
Moderate-Armor	40	150.76101	152.05774	0.00000	40.12673	41.63458	0.00000
Moderate-Armor	50	215.73780	203.35082	0.00000	58.42622	58.11457	0.00000
Moderate-Armor	60	243.55365	262.39838	0.00000	75.79077	81.59912	0.00000
Moderate-Armor	70	327.90370	305.46777	0.00000	110.58037	94.82957	0.00000
Moderate-Armor	80	344.94595	339.61026	0.00000	98.11757	99.69724	0.00000
Moderate-Armor	90	345.98113	357.76849	0.00000	90.39377	101.33247	0.00000
Moderate-Armor	100	382.37838	394.21251	0.00000	115.48608	119.50721	0.00000
Moderate-Armor	110	454.27801	479.79023	0.00000	152.64178	157.97702	0.00000
Moderate-Armor	120	602.71429	555.72065	0.00000	205.80321	187.54119	0.00000
Moderate-Armor	130	610.16964	626.22057	0.00000	204.17857	212.75869	0.00000
Moderate-Armor	140	665.77778	663.34914	0.00000	228.29429	224.96041	0.00000
Moderate-Armor	150	714.10000	667.10632	0.00000	242.40836	220.19010	0.00000
Moderate-Armor	160	621.44118	711.96418	0.00000	189.86765	212.70822	0.00000
Moderate-Armor	170	800.35135	762.39625	0.00000	205.84865	237.99820	0.00000
Moderate-Armor	180	865.39623	875.21184	0.00000	318.27830	309.60812	0.00000
Moderate-Armor	200	959.88793	927.39790	0.00000	404.69741	395.88043	0.00000
Moderate-Armor	210	956.90955	977.13321	0.00000	464.66558	464.55809	0.00000
Moderate-Armor	220	1014.60215	993.76522	0.00000	524.31129	515.17120	0.00000
Moderate-Armor	230	1009.78395	1037.20476	0.00000	556.53673	565.74621	0.00000
Moderate-Armor	240	1087.22819	1053.56525	0.00000	616.39060	605.92672	0.00000
Moderate-Armor	250	1063.68362	1093.58171	0.00000	644.85282	653.16702	0.00000
Moderate-Armor	260	1129.83333	1117.38304	0.00000	698.25764	702.49774	0.00000
Moderate-Armor	270	1158.63218	1144.23276	0.00000	764.38276	731.32020	0.00000
Shield	10	285.14286	380.02015	0.00000	57.52857	77.39506	0.00000
Shield	20	474.89744	475.96581	0.00000	97.26154	97.35861	0.00000
Shield	30	667.85714	829.40778	0.00000	137.28571	170.12044	0.00000
Shield	40	1345.46875	1255.37890	0.00000	275.81406	256.74317	0.00000
Shield	50	1752.81081	1753.13128	0.00000	357.12973	358.25603	0.00000
Shield	60	2161.11429	2397.59408	0.00000	441.82429	492.14182	0.00000
Shield	70	3278.85714	2818.61548	0.00000	677.47143	576.88607	0.00000
Shield	80	3015.87500	3134.24405	0.00000	611.36250	641.01687	0.00000
Shield	90	3108.00000	3193.12500	0.00000	634.21667	652.23306	0.00000
Shield	100	3455.50000	3566.48485	0.00000	711.12000	735.90647	0.00000
Shield	110	4135.95455	4202.04041	0.00000	862.38273	873.57591	0.00000
Shield	120	5014.66667	4642.96898	0.00000	1047.22500	966.03591	0.00000
Shield	130	4778.28571	5107.91746	0.00000	988.50000	1066.26667	0.00000
Shield	140	5530.80000	5432.13113	0.00000	1163.07500	1136.91859	0.00000
Shield	150	5987.30769	5859.36923	0.00000	1259.18077	1239.21859	0.00000
Shield	160	6060.00000	6008.71367	0.00000	1295.40000	1266.25748	0.00000
Shield	170	5978.83333	6191.83333	0.00000	1244.19167	1305.65833	0.00000
Shield	180	6536.66667	6653.83333	0.00000	1377.38333	1417.07833	0.00000
Shield	200	7446.00000	7245.55556	0.00000	1629.66000	1579.66278	0.00000
Shield	210	7754.00000	7696.66667	0.00000	1731.94500	1714.94611	0.00000
Shield	220	7890.00000	7878.30303	0.00000	1783.23333	1773.08066	0.00000
Shield	230	7990.90909	8063.30303	0.00000	1804.06364	1827.12399	0.00000
Shield	240	8309.00000	8293.11784	0.00000	1894.07500	1892.93140	0.00000
Shield	250	8579.44444	8587.14815	0.00000	1980.65556	1977.51019	0.00000
Shield	260	8873.00000	8862.61481	0.00000	2057.80000	2059.30185	0.00000
Shield	270	9135.40000	9004.20000	0.00000	2139.45000	2098.62500	0.00000

                                                                                                                           
                                                                                                                           
###########################################################################################################################
##                                                                                                                       ##
##  4. Apply Monotonic Enforcement to Table: ACSBV3_0602A_curve                                                          ##
##                                                                                                                       ##
###########################################################################################################################
2025-12-19 18:57:27                                                                                            0602A (v1.0)
                                                                                                                           
slot_group	ItemLevelBracket	armor_raw	armor_3pnt	armor_mono	budget_raw	budget_3pnt	budget_mono
Back	10	13.30000	16.30625	16.30625	3.77600	5.66730	5.66730
Back	20	19.31250	19.27689	19.27689	7.55859	6.99880	6.99880
Back	30	25.21818	24.74659	24.74659	9.66182	9.91953	9.91953
Back	40	29.70909	31.98113	31.98113	12.53818	12.93656	12.93656
Back	50	41.01613	41.77084	41.77084	16.60968	19.14743	19.14743
Back	60	54.58730	58.23623	58.23623	28.29444	27.91629	27.91629
Back	70	79.10526	68.98085	68.98085	38.84474	32.81410	32.81410
Back	80	73.25000	75.51842	75.51842	31.30313	36.00846	36.00846
Back	90	74.20000	79.37222	79.37222	37.87750	36.64354	36.64354
Back	100	90.66667	92.37863	92.37863	40.75000	45.24282	45.24282
Back	110	112.26923	106.31197	106.31197	57.10096	57.98541	57.98541
Back	120	116.00000	111.45085	111.45085	76.10526	66.88541	66.88541
Back	130	106.08333	110.73148	111.45085	67.45000	72.12027	72.12027
Back	140	110.11111	111.06481	111.45085	72.80556	78.12440	78.12440
Back	150	117.00000	126.37037	126.37037	94.11765	86.74821	86.74821
Back	160	152.00000	129.77778	129.77778	93.32143	84.17136	86.74821
Back	170	120.33333	148.57778	148.57778	65.07500	96.83881	96.83881
Back	180	173.40000	151.03333	151.03333	132.12000	124.54667	124.54667
Back	200	159.36667	165.90139	165.90139	176.44500	176.05188	176.05188
Back	210	164.93750	160.43472	165.90139	219.59063	214.12354	214.12354
Back	220	157.00000	174.42361	174.42361	246.33500	248.90715	248.90715
Back	230	201.33333	174.77778	174.77778	280.79583	275.53982	275.53982
Back	240	166.00000	179.84674	179.84674	299.48864	299.35977	299.35977
Back	250	172.20690	180.22048	180.22048	317.79483	321.61116	321.61116
Back	260	202.45455	185.80872	185.80872	347.55000	346.57181	346.57181
Back	270	182.76471	191.40642	191.40642	374.37059	383.35686	383.35686
Back	280	189.00000	185.88236	191.40642	428.15000	401.26030	401.26030
Major-Armor	10	64.33803	76.11206	76.11206	14.85317	19.11266	19.11266
Major-Armor	20	87.88608	86.27878	86.27878	23.37215	22.72341	22.72341
Major-Armor	30	106.61224	122.92889	122.92889	29.94490	33.18994	33.18994
Major-Armor	40	174.28834	169.39521	169.39521	46.25276	45.65997	45.65997
Major-Armor	50	227.28505	231.61453	231.61453	60.78224	65.17430	65.17430
Major-Armor	60	293.27019	308.98233	308.98233	88.48789	93.44090	93.44090
Major-Armor	70	406.39175	375.16844	375.16844	131.05258	113.60064	113.60064
Major-Armor	80	425.84337	425.86409	425.86409	121.26145	123.49087	123.49087
Major-Armor	90	445.35714	446.29184	446.29184	118.15857	124.77947	124.77947
Major-Armor	100	467.67500	481.61389	481.61389	134.91838	143.20709	143.20709
Major-Armor	110	531.80952	561.67794	561.67794	176.54432	182.73463	182.73463
Major-Armor	120	685.54930	652.91057	652.91057	236.74120	219.18006	219.18006
Major-Armor	130	741.37288	748.92476	748.92476	244.25466	254.03686	254.03686
Major-Armor	140	819.85211	809.77090	809.77090	281.11472	271.52707	271.52707
Major-Armor	150	868.08772	867.45363	867.45363	289.21184	280.70315	280.70315
Major-Armor	160	914.42105	882.86524	882.86524	271.78289	272.09245	280.70315
Major-Armor	170	866.08696	928.98985	928.98985	255.28261	300.56158	300.56158
Major-Armor	180	1006.46154	989.56254	989.56254	374.61923	364.85741	364.85741
Major-Armor	200	1096.13913	1090.87471	1090.87471	464.67039	463.51206	463.51206
Major-Armor	210	1170.02347	1169.92675	1169.92675	551.24657	543.95059	543.95059
Major-Armor	220	1243.61765	1203.90051	1203.90051	615.93480	603.35766	603.35766
Major-Armor	230	1198.06040	1249.63916	1249.63916	642.89161	656.28697	656.28697
Major-Armor	240	1307.23944	1274.78287	1274.78287	710.03451	705.83253	705.83253
Major-Armor	250	1319.04878	1357.63371	1357.63371	764.57146	769.73945	769.73945
Major-Armor	260	1446.61290	1394.43512	1394.43512	834.61237	832.82105	832.82105
Major-Armor	270	1417.64368	1432.12829	1432.12829	899.27931	866.94584	866.94584
Minor-Armor	10	42.80000	49.94304	49.94304	9.60348	12.47715	12.47715
Minor-Armor	20	57.08607	58.35366	58.35366	15.35082	15.45055	15.45055
Minor-Armor	30	75.17490	86.81254	86.81254	21.39734	23.42005	23.42005
Minor-Armor	40	128.17666	119.11328	119.11328	33.51199	33.14296	33.14296
Minor-Armor	50	153.98829	156.83600	156.83600	44.51956	46.29596	46.29596
Minor-Armor	60	188.34304	206.58473	206.58473	60.85634	66.10492	66.10492
Minor-Armor	70	277.42286	242.93184	242.93184	92.93886	77.25287	77.25287
Minor-Armor	80	263.02963	267.59451	267.59451	77.96341	79.43110	79.43110
Minor-Armor	90	262.33103	277.05754	277.05754	67.39103	76.17407	79.43110
Minor-Armor	100	305.81197	302.58203	302.58203	83.16778	88.42813	88.42813
Minor-Armor	110	339.60309	370.95791	370.95791	114.72559	122.42042	122.42042
Minor-Armor	120	467.45868	418.88545	418.88545	169.36789	144.99494	144.99494
Minor-Armor	130	449.59459	475.30803	475.30803	150.89135	167.78196	167.78196
Minor-Armor	140	508.87081	495.91727	495.91727	183.08665	173.39788	173.39788
Minor-Armor	150	529.28641	507.10325	507.10325	186.21563	169.20935	173.39788
Minor-Armor	160	483.15254	506.69587	507.10325	138.32576	153.91920	173.39788
Minor-Armor	170	507.64865	529.46845	529.46845	137.21622	171.65635	173.39788
Minor-Armor	180	597.60417	601.58855	601.58855	239.42708	231.22020	231.22020
