
                                                                                                                           
                                                                                                                           
###########################################################################################################################
##                                                                                                                       ##
##  1. Create and Populate Temporary Table: ACSBV3_temp_curve                                                            ##
##                                                                                                                       ##
###########################################################################################################################
2025-12-19 18:56:56                                                                                            0601B (v1.0)
                                                                                                                           
COUNT(*)
27

                                                                                                                           
                                                                                                                           
###########################################################################################################################
##                                                                                                                       ##
##  2. Create and Populate Table: ACSBV3_0601B_curve FROM ACSBV3_temp_curve ORDER BY slot_group, ItemLevelBracket        ##
##                                                                                                                       ##
###########################################################################################################################
2025-12-19 18:56:56                                                                                            0601B (v1.0)
                                                                                                                           
slot_group	ItemLevelBracket	min_raw	min_3pnt	min_mono	max_raw	max_3pnt	max_mono	delay_raw	delay_3pnt	delay_mono	budget	budget_3pnt	budget_mono
1H-Weapon	160	148.19048	0.00000	0.00000	266.23810	0.00000	0.00000	2057.14286	0.00000	0.00000	135.04475	0.00000	0.00000
1H-Weapon	170	167.05000	0.00000	0.00000	309.30000	0.00000	0.00000	2290.00000	0.00000	0.00000	117.43542	0.00000	0.00000
1H-Weapon	180	156.25000	0.00000	0.00000	278.06250	0.00000	0.00000	1906.25000	0.00000	0.00000	159.84080	0.00000	0.00000
1H-Weapon	200	210.82500	0.00000	0.00000	366.00000	0.00000	0.00000	2095.00000	0.00000	0.00000	248.26613	0.00000	0.00000
1H-Weapon	210	229.25806	0.00000	0.00000	405.12903	0.00000	0.00000	1983.87097	0.00000	0.00000	309.33113	0.00000	0.00000
1H-Weapon	220	250.00000	0.00000	0.00000	435.66667	0.00000	0.00000	2000.00000	0.00000	0.00000	324.17069	0.00000	0.00000
1H-Weapon	230	260.85106	0.00000	0.00000	457.91489	0.00000	0.00000	1993.61702	0.00000	0.00000	351.21431	0.00000	0.00000
1H-Weapon	240	282.86667	0.00000	0.00000	494.23333	0.00000	0.00000	1976.66667	0.00000	0.00000	380.72400	0.00000	0.00000
1H-Weapon	250	312.46429	0.00000	0.00000	554.17857	0.00000	0.00000	2039.28571	0.00000	0.00000	440.33008	0.00000	0.00000
1H-Weapon	260	331.33333	0.00000	0.00000	582.55556	0.00000	0.00000	2016.66667	0.00000	0.00000	451.89352	0.00000	0.00000
1H-Weapon	270	360.40000	0.00000	0.00000	623.93333	0.00000	0.00000	1993.33333	0.00000	0.00000	492.24211	0.00000	0.00000
1H-Weapon	280	386.00000	0.00000	0.00000	672.66667	0.00000	0.00000	2000.00000	0.00000	0.00000	560.67503	0.00000	0.00000

                                                                                                                           
                                                                                                                           
###########################################################################################################################
##                                                                                                                       ##
##  3. Apply 3-Point Smoothing Window to Table: ACSBV3_0601B_curve                                                       ##
##                                                                                                                       ##
###########################################################################################################################
2025-12-19 18:56:58                                                                                            0601B (v1.0)
                                                                                                                           
slot_group	ItemLevelBracket	min_raw	min_3pnt	min_mono	max_raw	max_3pnt	max_mono	delay_raw	delay_3pnt	delay_mono	budget	budget_3pnt	budget_mono
1H-Weapon	10	10.55357	15.77679	0.00000	20.37500	30.06250	0.00000	1973.21429	2073.51191	0.00000	8.72312	12.97118	0.00000
1H-Weapon	20	21.00000	20.55952	0.00000	39.75000	39.04688	0.00000	2173.80952	2073.48710	0.00000	17.21923	16.98651	0.00000
1H-Weapon	30	30.12500	30.78381	0.00000	57.01563	57.95332	0.00000	2073.43750	2091.84964	0.00000	25.01718	25.44397	0.00000
1H-Weapon	40	41.22642	41.43749	0.00000	77.09434	77.71198	0.00000	2028.30189	2077.20317	0.00000	34.09550	33.27467	0.00000
1H-Weapon	50	52.96104	51.01054	0.00000	99.02597	95.37777	0.00000	2129.87013	2058.78461	0.00000	40.71133	41.30074	0.00000
1H-Weapon	60	58.84416	67.45539	0.00000	110.01299	122.19185	0.00000	2018.18182	2126.58642	0.00000	49.09540	53.25505	0.00000
1H-Weapon	70	90.56098	77.36737	0.00000	157.53659	139.18319	0.00000	2231.70732	2139.86204	0.00000	69.95841	60.67879	0.00000
1H-Weapon	80	82.69697	84.22701	0.00000	150.00000	151.62758	0.00000	2169.69697	2187.64758	0.00000	62.98256	65.51639	0.00000
1H-Weapon	90	79.42308	88.09835	0.00000	147.34615	161.04038	0.00000	2161.53846	2155.41181	0.00000	63.60819	70.31619	0.00000
1H-Weapon	100	102.17500	96.17485	0.00000	185.77500	172.23156	0.00000	2135.00000	2116.49321	0.00000	84.35783	82.03623	0.00000
1H-Weapon	110	106.92647	117.61716	0.00000	183.57353	206.30368	0.00000	2052.94118	2170.98039	0.00000	98.14268	97.38200	0.00000
1H-Weapon	120	143.75000	131.81924	0.00000	249.56250	232.03493	0.00000	2325.00000	2214.52206	0.00000	109.64549	107.95297	0.00000
1H-Weapon	130	144.78125	145.77708	0.00000	262.96875	257.39042	0.00000	2265.62500	2235.54167	0.00000	116.07075	120.05686	0.00000
1H-Weapon	140	148.80000	150.16906	0.00000	259.64000	268.62267	0.00000	2116.00000	2216.09722	0.00000	134.45435	123.83605	0.00000
1H-Weapon	150	156.92593	151.30547	0.00000	283.25926	269.71245	0.00000	2266.66667	2146.60318	0.00000	120.98304	130.16071	0.00000
1H-Weapon	160	148.19048	157.38880	0.00000	266.23810	286.26579	0.00000	2057.14286	2204.60318	0.00000	135.04475	124.48774	0.00000
1H-Weapon	170	167.05000	157.16349	0.00000	309.30000	284.53353	0.00000	2290.00000	2084.46429	0.00000	117.43542	137.44032	0.00000
1H-Weapon	180	156.25000	178.04167	0.00000	278.06250	317.78750	0.00000	1906.25000	2097.08333	0.00000	159.84080	175.18078	0.00000
1H-Weapon	200	210.82500	198.77769	0.00000	366.00000	349.73051	0.00000	2095.00000	1995.04032	0.00000	248.26613	239.14602	0.00000
1H-Weapon	210	229.25806	230.02769	0.00000	405.12903	402.26523	0.00000	1983.87097	2026.29032	0.00000	309.33113	293.92265	0.00000
1H-Weapon	220	250.00000	246.70304	0.00000	435.66667	432.90353	0.00000	2000.00000	1992.49600	0.00000	324.17069	328.23871	0.00000
1H-Weapon	230	260.85106	264.57258	0.00000	457.91489	462.60496	0.00000	1993.61702	1990.09456	0.00000	351.21431	352.03633	0.00000
1H-Weapon	240	282.86667	285.39401	0.00000	494.23333	502.10893	0.00000	1976.66667	2003.18980	0.00000	380.72400	390.75613	0.00000
1H-Weapon	250	312.46429	308.88810	0.00000	554.17857	543.65582	0.00000	2039.28571	2010.87302	0.00000	440.33008	424.31587	0.00000
1H-Weapon	260	331.33333	334.73254	0.00000	582.55556	586.88915	0.00000	2016.66667	2016.42857	0.00000	451.89352	461.48857	0.00000
1H-Weapon	270	360.40000	359.24444	0.00000	623.93333	626.38519	0.00000	1993.33333	2003.33333	0.00000	492.24211	501.60355	0.00000
1H-Weapon	280	386.00000	373.20000	0.00000	672.66667	648.30000	0.00000	2000.00000	1996.66667	0.00000	560.67503	526.45857	0.00000

                                                                                                                           
                                                                                                                           
###########################################################################################################################
##                                                                                                                       ##
##  4. Apply Monotonic Enforcement to Table: ACSBV3_0601B_curve                                                          ##
##                                                                                                                       ##
###########################################################################################################################
2025-12-19 18:56:59                                                                                            0601B (v1.0)
                                                                                                                           
slot_group	ItemLevelBracket	min_raw	min_3pnt	min_mono	max_raw	max_3pnt	max_mono	delay_raw	delay_3pnt	delay_mono	budget	budget_3pnt	budget_mono
1H-Weapon	10	10.55357	15.77679	15.77679	20.37500	30.06250	30.06250	1973.21429	2073.51191	2073.51191	8.72312	12.97118	12.97118
1H-Weapon	20	21.00000	20.55952	20.55952	39.75000	39.04688	39.04688	2173.80952	2073.48710	2073.48710	17.21923	16.98651	16.98651
1H-Weapon	30	30.12500	30.78381	30.78381	57.01563	57.95332	57.95332	2073.43750	2091.84964	2091.84964	25.01718	25.44397	25.44397
1H-Weapon	40	41.22642	41.43749	41.43749	77.09434	77.71198	77.71198	2028.30189	2077.20317	2077.20317	34.09550	33.27467	33.27467
1H-Weapon	50	52.96104	51.01054	51.01054	99.02597	95.37777	95.37777	2129.87013	2058.78461	2058.78461	40.71133	41.30074	41.30074
1H-Weapon	60	58.84416	67.45539	67.45539	110.01299	122.19185	122.19185	2018.18182	2126.58642	2126.58642	49.09540	53.25505	53.25505
1H-Weapon	70	90.56098	77.36737	77.36737	157.53659	139.18319	139.18319	2231.70732	2139.86204	2139.86204	69.95841	60.67879	60.67879
1H-Weapon	80	82.69697	84.22701	84.22701	150.00000	151.62758	151.62758	2169.69697	2187.64758	2187.64758	62.98256	65.51639	65.51639
1H-Weapon	90	79.42308	88.09835	88.09835	147.34615	161.04038	161.04038	2161.53846	2155.41181	2155.41181	63.60819	70.31619	70.31619
1H-Weapon	100	102.17500	96.17485	96.17485	185.77500	172.23156	172.23156	2135.00000	2116.49321	2116.49321	84.35783	82.03623	82.03623
1H-Weapon	110	106.92647	117.61716	117.61716	183.57353	206.30368	206.30368	2052.94118	2170.98039	2170.98039	98.14268	97.38200	97.38200
1H-Weapon	120	143.75000	131.81924	131.81924	249.56250	232.03493	232.03493	2325.00000	2214.52206	2214.52206	109.64549	107.95297	107.95297
1H-Weapon	130	144.78125	145.77708	145.77708	262.96875	257.39042	257.39042	2265.62500	2235.54167	2235.54167	116.07075	120.05686	120.05686
1H-Weapon	140	148.80000	150.16906	150.16906	259.64000	268.62267	268.62267	2116.00000	2216.09722	2216.09722	134.45435	123.83605	123.83605
1H-Weapon	150	156.92593	151.30547	151.30547	283.25926	269.71245	269.71245	2266.66667	2146.60318	2146.60318	120.98304	130.16071	130.16071
1H-Weapon	160	148.19048	157.38880	157.38880	266.23810	286.26579	286.26579	2057.14286	2204.60318	2204.60318	135.04475	124.48774	130.16071
1H-Weapon	170	167.05000	157.16349	157.38880	309.30000	284.53353	286.26579	2290.00000	2084.46429	2084.46429	117.43542	137.44032	137.44032
1H-Weapon	180	156.25000	178.04167	178.04167	278.06250	317.78750	317.78750	1906.25000	2097.08333	2097.08333	159.84080	175.18078	175.18078
1H-Weapon	200	210.82500	198.77769	198.77769	366.00000	349.73051	349.73051	2095.00000	1995.04032	1995.04032	248.26613	239.14602	239.14602
1H-Weapon	210	229.25806	230.02769	230.02769	405.12903	402.26523	402.26523	1983.87097	2026.29032	2026.29032	309.33113	293.92265	293.92265
1H-Weapon	220	250.00000	246.70304	246.70304	435.66667	432.90353	432.90353	2000.00000	1992.49600	1992.49600	324.17069	328.23871	328.23871
1H-Weapon	230	260.85106	264.57258	264.57258	457.91489	462.60496	462.60496	1993.61702	1990.09456	1990.09456	351.21431	352.03633	352.03633
1H-Weapon	240	282.86667	285.39401	285.39401	494.23333	502.10893	502.10893	1976.66667	2003.18980	2003.18980	380.72400	390.75613	390.75613
1H-Weapon	250	312.46429	308.88810	308.88810	554.17857	543.65582	543.65582	2039.28571	2010.87302	2010.87302	440.33008	424.31587	424.31587
1H-Weapon	260	331.33333	334.73254	334.73254	582.55556	586.88915	586.88915	2016.66667	2016.42857	2016.42857	451.89352	461.48857	461.48857
1H-Weapon	270	360.40000	359.24444	359.24444	623.93333	626.38519	626.38519	1993.33333	2003.33333	2003.33333	492.24211	501.60355	501.60355
1H-Weapon	280	386.00000	373.20000	373.20000	672.66667	648.30000	648.30000	2000.00000	1996.66667	1996.66667	560.67503	526.45857	526.45857

ACSBV3-06-01B.sql Complete: Part 2 of 5. Please run ACSBV3-06-01C.sql next...

                                                                                                                           
2025-12-19 18:57:00                                                                                            0601B (v1.0)
###########################################################################################################################
##  END PRINT OUT                                                                                                        ##
###########################################################################################################################
                                                                                                                           
                                                                                                                           
