
                                                                                                                           
                                                                                                                           
###########################################################################################################################
##                                                                                                                       ##
##  1. Create and Populate Temporary Table: ACSBV3_temp_curve                                                            ##
##                                                                                                                       ##
###########################################################################################################################
2025-12-19 18:57:04                                                                                            0601D (v1.0)
                                                                                                                           
COUNT(*)
22

                                                                                                                           
                                                                                                                           
###########################################################################################################################
##                                                                                                                       ##
##  2. Create and Populate Table: ACSBV3_0601D_curve FROM ACSBV3_temp_curve ORDER BY slot_group, ItemLevelBracket        ##
##                                                                                                                       ##
###########################################################################################################################
2025-12-19 18:57:04                                                                                            0601D (v1.0)
                                                                                                                           
slot_group	ItemLevelBracket	min_raw	min_3pnt	min_mono	max_raw	max_3pnt	max_mono	delay_raw	delay_3pnt	delay_mono	budget	budget_3pnt	budget_mono
1H-Weapon	120	97.83333	0.00000	0.00000	183.00000	0.00000	0.00000	1666.66667	0.00000	0.00000	127.63691	0.00000	0.00000
1H-Weapon	130	110.50000	0.00000	0.00000	206.50000	0.00000	0.00000	1650.00000	0.00000	0.00000	153.38400	0.00000	0.00000
1H-Weapon	140	129.46154	0.00000	0.00000	237.69231	0.00000	0.00000	1784.61538	0.00000	0.00000	159.80866	0.00000	0.00000
1H-Weapon	150	139.30769	0.00000	0.00000	259.69231	0.00000	0.00000	1853.84615	0.00000	0.00000	168.81399	0.00000	0.00000
1H-Weapon	180	210.00000	0.00000	0.00000	390.00000	0.00000	0.00000	2500.00000	0.00000	0.00000	225.10000	0.00000	0.00000
1H-Weapon	200	179.65000	0.00000	0.00000	334.65000	0.00000	0.00000	1860.00000	0.00000	0.00000	252.80754	0.00000	0.00000
1H-Weapon	210	192.20000	0.00000	0.00000	358.00000	0.00000	0.00000	1750.00000	0.00000	0.00000	301.37360	0.00000	0.00000
1H-Weapon	230	228.70588	0.00000	0.00000	426.00000	0.00000	0.00000	1782.35294	0.00000	0.00000	351.59870	0.00000	0.00000
1H-Weapon	240	247.12500	0.00000	0.00000	460.50000	0.00000	0.00000	1800.00000	0.00000	0.00000	381.77013	0.00000	0.00000
1H-Weapon	250	266.22222	0.00000	0.00000	495.33333	0.00000	0.00000	1766.66667	0.00000	0.00000	428.15246	0.00000	0.00000
1H-Weapon	260	293.30000	0.00000	0.00000	545.20000	0.00000	0.00000	1850.00000	0.00000	0.00000	454.97011	0.00000	0.00000
1H-Weapon	270	331.11111	0.00000	0.00000	615.44444	0.00000	0.00000	1888.88889	0.00000	0.00000	506.27026	0.00000	0.00000

                                                                                                                           
                                                                                                                           
###########################################################################################################################
##                                                                                                                       ##
##  3. Apply 3-Point Smoothing Window to Table: ACSBV3_0601D_curve                                                       ##
##                                                                                                                       ##
###########################################################################################################################
2025-12-19 18:57:06                                                                                            0601D (v1.0)
                                                                                                                           
slot_group	ItemLevelBracket	min_raw	min_3pnt	min_mono	max_raw	max_3pnt	max_mono	delay_raw	delay_3pnt	delay_mono	budget	budget_3pnt	budget_mono
1H-Weapon	10	6.00000	9.00000	0.00000	13.00000	18.00000	0.00000	1400.00000	1450.00000	0.00000	6.78571	9.22619	0.00000
1H-Weapon	20	12.00000	12.00000	0.00000	23.00000	23.33333	0.00000	1500.00000	1466.66667	0.00000	11.66667	11.92857	0.00000
1H-Weapon	30	18.00000	25.33333	0.00000	34.00000	47.66667	0.00000	1500.00000	1600.00000	0.00000	17.33333	21.88889	0.00000
1H-Weapon	50	46.00000	37.53333	0.00000	86.00000	69.66667	0.00000	1800.00000	1620.00000	0.00000	36.66667	35.32662	0.00000
1H-Weapon	60	48.60000	77.53333	0.00000	89.00000	127.33333	0.00000	1560.00000	2086.66667	0.00000	51.97986	51.70976	0.00000
1H-Weapon	70	138.00000	88.53333	0.00000	207.00000	147.83333	0.00000	2900.00000	2170.00000	0.00000	66.48276	60.39352	0.00000
1H-Weapon	80	79.00000	101.83333	0.00000	147.50000	173.33333	0.00000	2050.00000	2516.66667	0.00000	62.71795	59.34896	0.00000
1H-Weapon	90	88.50000	82.83333	0.00000	165.50000	154.66667	0.00000	2600.00000	2250.00000	0.00000	48.84616	58.31240	0.00000
1H-Weapon	100	81.00000	87.63333	0.00000	151.00000	163.70000	0.00000	2100.00000	2173.33333	0.00000	63.37308	75.65716	0.00000
1H-Weapon	110	93.40000	90.74444	0.00000	174.60000	169.53333	0.00000	1820.00000	1862.22222	0.00000	114.75225	101.92075	0.00000
1H-Weapon	120	97.83333	100.57778	0.00000	183.00000	188.03333	0.00000	1666.66667	1712.22222	0.00000	127.63691	131.92439	0.00000
1H-Weapon	130	110.50000	112.59829	0.00000	206.50000	209.06410	0.00000	1650.00000	1700.42735	0.00000	153.38400	146.94319	0.00000
1H-Weapon	140	129.46154	126.42308	0.00000	237.69231	234.62821	0.00000	1784.61538	1762.82051	0.00000	159.80866	160.66888	0.00000
1H-Weapon	150	139.30769	159.58974	0.00000	259.69231	295.79487	0.00000	1853.84615	2046.15384	0.00000	168.81399	184.57422	0.00000
1H-Weapon	180	210.00000	176.31923	0.00000	390.00000	328.11410	0.00000	2500.00000	2071.28205	0.00000	225.10000	215.57384	0.00000
1H-Weapon	200	179.65000	193.95000	0.00000	334.65000	360.88333	0.00000	1860.00000	2036.66667	0.00000	252.80754	259.76038	0.00000
1H-Weapon	210	192.20000	200.18529	0.00000	358.00000	372.88333	0.00000	1750.00000	1797.45098	0.00000	301.37360	301.92661	0.00000
1H-Weapon	230	228.70588	222.67696	0.00000	426.00000	414.83333	0.00000	1782.35294	1777.45098	0.00000	351.59870	344.91414	0.00000
1H-Weapon	240	247.12500	247.35103	0.00000	460.50000	460.61111	0.00000	1800.00000	1783.00654	0.00000	381.77013	387.17376	0.00000
1H-Weapon	250	266.22222	268.88241	0.00000	495.33333	500.34444	0.00000	1766.66667	1805.55556	0.00000	428.15246	421.63090	0.00000
1H-Weapon	260	293.30000	296.87778	0.00000	545.20000	551.99259	0.00000	1850.00000	1835.18519	0.00000	454.97011	463.13094	0.00000
1H-Weapon	270	331.11111	312.20556	0.00000	615.44444	580.32222	0.00000	1888.88889	1869.44445	0.00000	506.27026	480.62019	0.00000

                                                                                                                           
                                                                                                                           
###########################################################################################################################
##                                                                                                                       ##
##  4. Apply Monotonic Enforcement to Table: ACSBV3_0601D_curve                                                          ##
##                                                                                                                       ##
###########################################################################################################################
2025-12-19 18:57:07                                                                                            0601D (v1.0)
                                                                                                                           
slot_group	ItemLevelBracket	min_raw	min_3pnt	min_mono	max_raw	max_3pnt	max_mono	delay_raw	delay_3pnt	delay_mono	budget	budget_3pnt	budget_mono
1H-Weapon	10	6.00000	9.00000	9.00000	13.00000	18.00000	18.00000	1400.00000	1450.00000	1450.00000	6.78571	9.22619	9.22619
1H-Weapon	20	12.00000	12.00000	12.00000	23.00000	23.33333	23.33333	1500.00000	1466.66667	1466.66667	11.66667	11.92857	11.92857
1H-Weapon	30	18.00000	25.33333	25.33333	34.00000	47.66667	47.66667	1500.00000	1600.00000	1600.00000	17.33333	21.88889	21.88889
1H-Weapon	50	46.00000	37.53333	37.53333	86.00000	69.66667	69.66667	1800.00000	1620.00000	1620.00000	36.66667	35.32662	35.32662
1H-Weapon	60	48.60000	77.53333	77.53333	89.00000	127.33333	127.33333	1560.00000	2086.66667	2086.66667	51.97986	51.70976	51.70976
1H-Weapon	70	138.00000	88.53333	88.53333	207.00000	147.83333	147.83333	2900.00000	2170.00000	2170.00000	66.48276	60.39352	60.39352
1H-Weapon	80	79.00000	101.83333	101.83333	147.50000	173.33333	173.33333	2050.00000	2516.66667	2516.66667	62.71795	59.34896	60.39352
1H-Weapon	90	88.50000	82.83333	101.83333	165.50000	154.66667	173.33333	2600.00000	2250.00000	2250.00000	48.84616	58.31240	60.39352
1H-Weapon	100	81.00000	87.63333	101.83333	151.00000	163.70000	173.33333	2100.00000	2173.33333	2173.33333	63.37308	75.65716	75.65716
1H-Weapon	110	93.40000	90.74444	101.83333	174.60000	169.53333	173.33333	1820.00000	1862.22222	1862.22222	114.75225	101.92075	101.92075
1H-Weapon	120	97.83333	100.57778	101.83333	183.00000	188.03333	188.03333	1666.66667	1712.22222	1712.22222	127.63691	131.92439	131.92439
1H-Weapon	130	110.50000	112.59829	112.59829	206.50000	209.06410	209.06410	1650.00000	1700.42735	1700.42735	153.38400	146.94319	146.94319
1H-Weapon	140	129.46154	126.42308	126.42308	237.69231	234.62821	234.62821	1784.61538	1762.82051	1762.82051	159.80866	160.66888	160.66888
1H-Weapon	150	139.30769	159.58974	159.58974	259.69231	295.79487	295.79487	1853.84615	2046.15384	2046.15384	168.81399	184.57422	184.57422
1H-Weapon	180	210.00000	176.31923	176.31923	390.00000	328.11410	328.11410	2500.00000	2071.28205	2071.28205	225.10000	215.57384	215.57384
1H-Weapon	200	179.65000	193.95000	193.95000	334.65000	360.88333	360.88333	1860.00000	2036.66667	2036.66667	252.80754	259.76038	259.76038
1H-Weapon	210	192.20000	200.18529	200.18529	358.00000	372.88333	372.88333	1750.00000	1797.45098	1797.45098	301.37360	301.92661	301.92661
1H-Weapon	230	228.70588	222.67696	222.67696	426.00000	414.83333	414.83333	1782.35294	1777.45098	1777.45098	351.59870	344.91414	344.91414
1H-Weapon	240	247.12500	247.35103	247.35103	460.50000	460.61111	460.61111	1800.00000	1783.00654	1783.00654	381.77013	387.17376	387.17376
1H-Weapon	250	266.22222	268.88241	268.88241	495.33333	500.34444	500.34444	1766.66667	1805.55556	1805.55556	428.15246	421.63090	421.63090
1H-Weapon	260	293.30000	296.87778	296.87778	545.20000	551.99259	551.99259	1850.00000	1835.18519	1835.18519	454.97011	463.13094	463.13094
1H-Weapon	270	331.11111	312.20556	312.20556	615.44444	580.32222	580.32222	1888.88889	1869.44445	1869.44445	506.27026	480.62019	480.62019

ACSBV3-06-01D.sql Complete: Part 4 of 5. Please run the final step ACSBV3-06-01E.sql next...

                                                                                                                           
2025-12-19 18:57:08                                                                                            0601D (v1.0)
###########################################################################################################################
##  END PRINT OUT                                                                                                        ##
###########################################################################################################################
                                                                                                                           
                                                                                                                           
