
                                                                                                                           
                                                                                                                           
###########################################################################################################################
##                                                                                                                       ##
##  1. Create and Populate Temporary Table: ACSBV3_temp_curve                                                            ##
##                                                                                                                       ##
###########################################################################################################################
2025-12-19 18:57:36                                                                                            0602E (v1.0)
                                                                                                                           
COUNT(*)
70

                                                                                                                           
                                                                                                                           
###########################################################################################################################
##                                                                                                                       ##
##  2. Create and Populate Table: ACSBV3_0602E_curve FROM ACSBV3_temp_curve ORDER BY slot_group, ItemLevelBracket        ##
##                                                                                                                       ##
###########################################################################################################################
2025-12-19 18:57:36                                                                                            0602E (v1.0)
                                                                                                                           
slot_group	ItemLevelBracket	armor_raw	armor_3pnt	armor_mono	budget_raw	budget_3pnt	budget_mono
Minor-Armor	130	925.66667	0.00000	0.00000	249.82694	0.00000	0.00000
Minor-Armor	140	971.98305	0.00000	0.00000	285.22305	0.00000	0.00000
Minor-Armor	150	1042.30909	0.00000	0.00000	295.83309	0.00000	0.00000
Minor-Armor	160	994.94118	0.00000	0.00000	254.01882	0.00000	0.00000
Minor-Armor	170	977.71429	0.00000	0.00000	237.85238	0.00000	0.00000
Minor-Armor	180	1178.14286	0.00000	0.00000	357.64286	0.00000	0.00000
Minor-Armor	200	1331.75510	0.00000	0.00000	450.74490	0.00000	0.00000
Minor-Armor	210	1356.29630	0.00000	0.00000	493.95864	0.00000	0.00000
Minor-Armor	220	1389.58824	0.00000	0.00000	532.76569	0.00000	0.00000
Minor-Armor	230	1416.00000	0.00000	0.00000	561.00714	0.00000	0.00000
Minor-Armor	240	1396.00000	0.00000	0.00000	578.11833	0.00000	0.00000
Minor-Armor	250	1574.22581	0.00000	0.00000	650.21532	0.00000	0.00000
Minor-Armor	260	1672.73469	0.00000	0.00000	698.25510	0.00000	0.00000
Minor-Armor	270	1775.75862	0.00000	0.00000	768.03621	0.00000	0.00000
Minor-Armor	280	1939.00000	0.00000	0.00000	866.18333	0.00000	0.00000
Moderate-Armor	40	325.62500	0.00000	0.00000	75.22656	0.00000	0.00000
Moderate-Armor	50	430.29545	0.00000	0.00000	100.55114	0.00000	0.00000
Moderate-Armor	60	536.46154	0.00000	0.00000	136.01635	0.00000	0.00000
Moderate-Armor	70	695.86667	0.00000	0.00000	187.41333	0.00000	0.00000
Moderate-Armor	80	747.52941	0.00000	0.00000	176.87941	0.00000	0.00000
Moderate-Armor	90	700.57143	0.00000	0.00000	161.31214	0.00000	0.00000
Moderate-Armor	100	870.53333	0.00000	0.00000	210.88600	0.00000	0.00000
Moderate-Armor	110	940.28333	0.00000	0.00000	256.50250	0.00000	0.00000
Moderate-Armor	120	1200.07692	0.00000	0.00000	336.16744	0.00000	0.00000
Moderate-Armor	130	1236.00000	0.00000	0.00000	338.32607	0.00000	0.00000
Moderate-Armor	140	1323.31250	0.00000	0.00000	370.55281	0.00000	0.00000
Moderate-Armor	150	1414.83333	0.00000	0.00000	399.18067	0.00000	0.00000
Moderate-Armor	160	1296.75000	0.00000	0.00000	327.86875	0.00000	0.00000
Moderate-Armor	170	1407.92857	0.00000	0.00000	361.61786	0.00000	0.00000
Moderate-Armor	180	1589.43750	0.00000	0.00000	454.47500	0.00000	0.00000
Moderate-Armor	200	1746.93671	0.00000	0.00000	567.93797	0.00000	0.00000
Moderate-Armor	210	1802.72308	0.00000	0.00000	631.13462	0.00000	0.00000
Moderate-Armor	220	1832.12903	0.00000	0.00000	672.59677	0.00000	0.00000
Moderate-Armor	230	1861.96078	0.00000	0.00000	706.94902	0.00000	0.00000
Moderate-Armor	240	1942.13725	0.00000	0.00000	765.32647	0.00000	0.00000
Moderate-Armor	250	1991.60714	0.00000	0.00000	806.48661	0.00000	0.00000
Moderate-Armor	260	2055.62500	0.00000	0.00000	847.40000	0.00000	0.00000
Moderate-Armor	270	2139.14286	0.00000	0.00000	930.42143	0.00000	0.00000

                                                                                                                           
                                                                                                                           
###########################################################################################################################
##                                                                                                                       ##
##  3. Apply 3-Point Smoothing Window to Table: ACSBV3_0602E_curve                                                       ##
##                                                                                                                       ##
###########################################################################################################################
2025-12-19 18:57:37                                                                                            0602E (v1.0)
                                                                                                                           
slot_group	ItemLevelBracket	armor_raw	armor_3pnt	armor_mono	budget_raw	budget_3pnt	budget_mono
Major-Armor	40	400.78571	456.57468	0.00000	90.70179	103.85885	0.00000
Major-Armor	50	512.36364	515.97321	0.00000	117.01591	121.65928	0.00000
Major-Armor	60	634.77027	672.31448	0.00000	157.26014	167.10630	0.00000
Major-Armor	70	869.80952	799.07660	0.00000	227.04286	200.74683	0.00000
Major-Armor	80	892.65000	879.23651	0.00000	217.93750	218.05595	0.00000
Major-Armor	90	875.25000	925.16275	0.00000	209.18750	224.41520	0.00000
Major-Armor	100	1007.58824	1007.30505	0.00000	246.12059	253.75347	0.00000
Major-Armor	110	1139.07692	1194.43741	0.00000	305.95231	317.55469	0.00000
Major-Armor	120	1436.64706	1352.77466	0.00000	400.59118	370.98950	0.00000
Major-Armor	130	1482.60000	1512.17244	0.00000	406.42500	422.06161	0.00000
Major-Armor	140	1617.27027	1603.26926	0.00000	459.16865	447.08174	0.00000
Major-Armor	150	1709.93750	1657.60772	0.00000	475.65156	461.67469	0.00000
Major-Armor	160	1645.61538	1676.05609	0.00000	450.20385	447.14026	0.00000
Major-Armor	170	1672.61538	1731.45192	0.00000	415.56538	475.72099	0.00000
Major-Armor	180	1876.12500	1874.72827	0.00000	561.39375	549.06480	0.00000
Major-Armor	200	2075.44444	2040.03743	0.00000	670.23528	658.51120	0.00000
Major-Armor	210	2168.54286	2149.19577	0.00000	743.90457	733.88852	0.00000
Major-Armor	220	2203.60000	2195.72082	0.00000	787.52571	782.97872	0.00000
Major-Armor	230	2215.01961	2249.66808	0.00000	817.50588	829.98232	0.00000
Major-Armor	240	2330.38462	2330.33281	0.00000	884.91538	887.29477	0.00000
Major-Armor	250	2445.59420	2475.44749	0.00000	959.46304	961.97614	0.00000
Major-Armor	260	2650.36364	2602.41452	0.00000	1041.55000	1042.42458	0.00000
Major-Armor	270	2711.28571	2680.82468	0.00000	1126.26071	1083.90536	0.00000
Minor-Armor	40	236.61446	274.99170	0.00000	55.95904	66.03001	0.00000
Minor-Armor	50	313.36893	315.47022	0.00000	76.10097	78.50894	0.00000
Minor-Armor	60	396.42727	430.32466	0.00000	103.46682	112.50371	0.00000
Minor-Armor	70	581.17778	507.34874	0.00000	157.94333	132.84574	0.00000
Minor-Armor	80	544.44118	550.23965	0.00000	137.12706	139.30763	0.00000
Minor-Armor	90	525.10000	559.71373	0.00000	122.85250	136.30085	0.00000
Minor-Armor	100	609.60000	618.90733	0.00000	148.92300	156.47517	0.00000
Minor-Armor	110	722.02198	750.20733	0.00000	197.65000	204.67671	0.00000
Minor-Armor	120	919.00000	855.56288	0.00000	267.45712	238.31135	0.00000
Minor-Armor	130	925.66667	938.88324	0.00000	249.82694	267.50237	0.00000
Minor-Armor	140	971.98305	979.98627	0.00000	285.22305	276.96103	0.00000
Minor-Armor	150	1042.30909	1003.07777	0.00000	295.83309	278.35832	0.00000
Minor-Armor	160	994.94118	1004.98819	0.00000	254.01882	262.56810	0.00000
Minor-Armor	170	977.71429	1050.26611	0.00000	237.85238	283.17135	0.00000
Minor-Armor	180	1178.14286	1162.53742	0.00000	357.64286	348.74671	0.00000
Minor-Armor	200	1331.75510	1288.73142	0.00000	450.74490	434.11547	0.00000
Minor-Armor	210	1356.29630	1359.21321	0.00000	493.95864	492.48974	0.00000
Minor-Armor	220	1389.58824	1387.29485	0.00000	532.76569	529.24382	0.00000
Minor-Armor	230	1416.00000	1400.52941	0.00000	561.00714	557.29705	0.00000
Minor-Armor	240	1396.00000	1462.07527	0.00000	578.11833	596.44693	0.00000
Minor-Armor	250	1574.22581	1547.65350	0.00000	650.21532	642.19625	0.00000
Minor-Armor	260	1672.73469	1674.23971	0.00000	698.25510	705.50221	0.00000
Minor-Armor	270	1775.75862	1795.83110	0.00000	768.03621	777.49155	0.00000
Minor-Armor	280	1939.00000	1857.37931	0.00000	866.18333	817.10977	0.00000
Moderate-Armor	40	325.62500	377.96023	0.00000	75.22656	87.88885	0.00000
Moderate-Armor	50	430.29545	430.79400	0.00000	100.55114	103.93135	0.00000
Moderate-Armor	60	536.46154	554.20789	0.00000	136.01635	141.32694	0.00000
Moderate-Armor	70	695.86667	659.95254	0.00000	187.41333	166.76970	0.00000
Moderate-Armor	80	747.52941	714.65584	0.00000	176.87941	175.20163	0.00000
Moderate-Armor	90	700.57143	772.87806	0.00000	161.31214	183.02585	0.00000
Moderate-Armor	100	870.53333	837.12936	0.00000	210.88600	209.56688	0.00000
Moderate-Armor	110	940.28333	1003.63119	0.00000	256.50250	267.85198	0.00000
Moderate-Armor	120	1200.07692	1125.45342	0.00000	336.16744	310.33200	0.00000
Moderate-Armor	130	1236.00000	1253.12981	0.00000	338.32607	348.34877	0.00000
Moderate-Armor	140	1323.31250	1324.71528	0.00000	370.55281	369.35318	0.00000
Moderate-Armor	150	1414.83333	1344.96528	0.00000	399.18067	365.86741	0.00000
Moderate-Armor	160	1296.75000	1373.17063	0.00000	327.86875	362.88909	0.00000
Moderate-Armor	170	1407.92857	1431.37202	0.00000	361.61786	381.32054	0.00000
Moderate-Armor	180	1589.43750	1581.43426	0.00000	454.47500	461.34361	0.00000
Moderate-Armor	200	1746.93671	1713.03243	0.00000	567.93797	551.18253	0.00000
Moderate-Armor	210	1802.72308	1793.92961	0.00000	631.13462	623.88979	0.00000
Moderate-Armor	220	1832.12903	1832.27096	0.00000	672.59677	670.22680	0.00000
Moderate-Armor	230	1861.96078	1878.74235	0.00000	706.94902	714.95742	0.00000
Moderate-Armor	240	1942.13725	1931.90172	0.00000	765.32647	759.58737	0.00000
Moderate-Armor	250	1991.60714	1996.45646	0.00000	806.48661	806.40436	0.00000
Moderate-Armor	260	2055.62500	2062.12500	0.00000	847.40000	861.43601	0.00000
Moderate-Armor	270	2139.14286	2097.38393	0.00000	930.42143	888.91072	0.00000

                                                                                                                           
                                                                                                                           
###########################################################################################################################
##                                                                                                                       ##
##  4. Apply Monotonic Enforcement to Table: ACSBV3_0602E_curve                                                          ##
##                                                                                                                       ##
###########################################################################################################################
2025-12-19 18:57:38                                                                                            0602E (v1.0)
                                                                                                                           
slot_group	ItemLevelBracket	armor_raw	armor_3pnt	armor_mono	budget_raw	budget_3pnt	budget_mono
Major-Armor	40	400.78571	456.57468	456.57468	90.70179	103.85885	103.85885
Major-Armor	50	512.36364	515.97321	515.97321	117.01591	121.65928	121.65928
Major-Armor	60	634.77027	672.31448	672.31448	157.26014	167.10630	167.10630
Major-Armor	70	869.80952	799.07660	799.07660	227.04286	200.74683	200.74683
Major-Armor	80	892.65000	879.23651	879.23651	217.93750	218.05595	218.05595
Major-Armor	90	875.25000	925.16275	925.16275	209.18750	224.41520	224.41520
Major-Armor	100	1007.58824	1007.30505	1007.30505	246.12059	253.75347	253.75347
Major-Armor	110	1139.07692	1194.43741	1194.43741	305.95231	317.55469	317.55469
Major-Armor	120	1436.64706	1352.77466	1352.77466	400.59118	370.98950	370.98950
Major-Armor	130	1482.60000	1512.17244	1512.17244	406.42500	422.06161	422.06161
Major-Armor	140	1617.27027	1603.26926	1603.26926	459.16865	447.08174	447.08174
Major-Armor	150	1709.93750	1657.60772	1657.60772	475.65156	461.67469	461.67469
Major-Armor	160	1645.61538	1676.05609	1676.05609	450.20385	447.14026	461.67469
Major-Armor	170	1672.61538	1731.45192	1731.45192	415.56538	475.72099	475.72099
Major-Armor	180	1876.12500	1874.72827	1874.72827	561.39375	549.06480	549.06480
Major-Armor	200	2075.44444	2040.03743	2040.03743	670.23528	658.51120	658.51120
Major-Armor	210	2168.54286	2149.19577	2149.19577	743.90457	733.88852	733.88852
Major-Armor	220	2203.60000	2195.72082	2195.72082	787.52571	782.97872	782.97872
Major-Armor	230	2215.01961	2249.66808	2249.66808	817.50588	829.98232	829.98232
Major-Armor	240	2330.38462	2330.33281	2330.33281	884.91538	887.29477	887.29477
Major-Armor	250	2445.59420	2475.44749	2475.44749	959.46304	961.97614	961.97614
Major-Armor	260	2650.36364	2602.41452	2602.41452	1041.55000	1042.42458	1042.42458
Major-Armor	270	2711.28571	2680.82468	2680.82468	1126.26071	1083.90536	1083.90536
Minor-Armor	40	236.61446	274.99170	274.99170	55.95904	66.03001	66.03001
Minor-Armor	50	313.36893	315.47022	315.47022	76.10097	78.50894	78.50894
Minor-Armor	60	396.42727	430.32466	430.32466	103.46682	112.50371	112.50371
Minor-Armor	70	581.17778	507.34874	507.34874	157.94333	132.84574	132.84574
Minor-Armor	80	544.44118	550.23965	550.23965	137.12706	139.30763	139.30763
Minor-Armor	90	525.10000	559.71373	559.71373	122.85250	136.30085	139.30763
Minor-Armor	100	609.60000	618.90733	618.90733	148.92300	156.47517	156.47517
Minor-Armor	110	722.02198	750.20733	750.20733	197.65000	204.67671	204.67671
Minor-Armor	120	919.00000	855.56288	855.56288	267.45712	238.31135	238.31135
Minor-Armor	130	925.66667	938.88324	938.88324	249.82694	267.50237	267.50237
Minor-Armor	140	971.98305	979.98627	979.98627	285.22305	276.96103	276.96103
Minor-Armor	150	1042.30909	1003.07777	1003.07777	295.83309	278.35832	278.35832
Minor-Armor	160	994.94118	1004.98819	1004.98819	254.01882	262.56810	278.35832
Minor-Armor	170	977.71429	1050.26611	1050.26611	237.85238	283.17135	283.17135
Minor-Armor	180	1178.14286	1162.53742	1162.53742	357.64286	348.74671	348.74671
Minor-Armor	200	1331.75510	1288.73142	1288.73142	450.74490	434.11547	434.11547
Minor-Armor	210	1356.29630	1359.21321	1359.21321	493.95864	492.48974	492.48974
Minor-Armor	220	1389.58824	1387.29485	1387.29485	532.76569	529.24382	529.24382
Minor-Armor	230	1416.00000	1400.52941	1400.52941	561.00714	557.29705	557.29705
Minor-Armor	240	1396.00000	1462.07527	1462.07527	578.11833	596.44693	596.44693
Minor-Armor	250	1574.22581	1547.65350	1547.65350	650.21532	642.19625	642.19625
Minor-Armor	260	1672.73469	1674.23971	1674.23971	698.25510	705.50221	705.50221
Minor-Armor	270	1775.75862	1795.83110	1795.83110	768.03621	777.49155	777.49155
Minor-Armor	280	1939.00000	1857.37931	1857.37931	866.18333	817.10977	817.10977
Moderate-Armor	40	325.62500	377.96023	377.96023	75.22656	87.88885	87.88885
Moderate-Armor	50	430.29545	430.79400	430.79400	100.55114	103.93135	103.93135
Moderate-Armor	60	536.46154	554.20789	554.20789	136.01635	141.32694	141.32694
Moderate-Armor	70	695.86667	659.95254	659.95254	187.41333	166.76970	166.76970
Moderate-Armor	80	747.52941	714.65584	714.65584	176.87941	175.20163	175.20163
Moderate-Armor	90	700.57143	772.87806	772.87806	161.31214	183.02585	183.02585
Moderate-Armor	100	870.53333	837.12936	837.12936	210.88600	209.56688	209.56688
Moderate-Armor	110	940.28333	1003.63119	1003.63119	256.50250	267.85198	267.85198
Moderate-Armor	120	1200.07692	1125.45342	1125.45342	336.16744	310.33200	310.33200
Moderate-Armor	130	1236.00000	1253.12981	1253.12981	338.32607	348.34877	348.34877
Moderate-Armor	140	1323.31250	1324.71528	1324.71528	370.55281	369.35318	369.35318
Moderate-Armor	150	1414.83333	1344.96528	1344.96528	399.18067	365.86741	369.35318
Moderate-Armor	160	1296.75000	1373.17063	1373.17063	327.86875	362.88909	369.35318
Moderate-Armor	170	1407.92857	1431.37202	1431.37202	361.61786	381.32054	381.32054
Moderate-Armor	180	1589.43750	1581.43426	1581.43426	454.47500	461.34361	461.34361
Moderate-Armor	200	1746.93671	1713.03243	1713.03243	567.93797	551.18253	551.18253
Moderate-Armor	210	1802.72308	1793.92961	1793.92961	631.13462	623.88979	623.88979
Moderate-Armor	220	1832.12903	1832.27096	1832.27096	672.59677	670.22680	670.22680
Moderate-Armor	230	1861.96078	1878.74235	1878.74235	706.94902	714.95742	714.95742
Moderate-Armor	240	1942.13725	1931.90172	1931.90172	765.32647	759.58737	759.58737
Moderate-Armor	250	1991.60714	1996.45646	1996.45646	806.48661	806.40436	806.40436
Moderate-Armor	260	2055.62500	2062.12500	2062.12500	847.40000	861.43601	861.43601
Moderate-Armor	270	2139.14286	2097.38393	2097.38393	930.42143	888.91072	888.91072

ACSBV3-06-02D.sql Complete: Part 5 of 6. Please run the final step ACSBV3-06-02F.sql next...

                                                                                                                           
2025-12-19 18:57:39                                                                                            0602E (v1.0)
###########################################################################################################################
##  END PRINT OUT                                                                                                        ##
###########################################################################################################################
                                                                                                                           
                                                                                                                           
