
                                                                                                                           
                                                                                                                           
###########################################################################################################################
##                                                                                                                       ##
##  1. Stat to Cost Table:                                                                                       (v2.4)  ##
##                                                                                                                       ##
###########################################################################################################################
                                                                                                                           

  Stat to Cost Table: v2.4  

  +-------------+------------------------------------+--------+------------------+---------------------------------------------------------------------------------------------------------+  
  |  stat_type  |  Stat Name                         |  Cost  |  Role            |  Notes                                                                                                  |  
  +-------------+------------------------------------+--------+------------------+---------------------------------------------------------------------------------------------------------+  
  |             |                                    |        |                  |                                                                                                         |  
  |          -  |  Armor                             |  0.20  |  ONLY EQUIPMENT  |  1 Budget Per 5 Armor.                                                                                  |  
  |          -  |  DPS                               |  1.00  |  ONLY WEAPON     |  1 Budget Per 1 DPS.                                                                                    |  
  |             |                                    |        |                  |                                                                                                         |  
  |          3  |  ITEM_MOD_AGILITY                  |  1.10  |  PRIMARY DPS     |  Increase Attack Power of Melee and Ranged Weapons.                                                     |  
  |          4  |  ITEM_MOD_STRENGTH                 |  0.85  |  PRIMARY MELEE   |  Increase Melee Attack Power and Perry Rating.                                                          |  
  |          5  |  ITEM_MOD_INTELLECT                |  0.90  |  PRIMARY CASTER  |  Increase Spell Power and Mana Pool.                                                                    |  
  |          6  |  ITEM_MOD_SPIRIT                   |  0.80  |  ANY             |  Increase Health and Mana Regeneration.                                                                 |  
  |          7  |  ITEM_MOD_STAMINA                  |  1.00  |  ANY             |  Increase Health.                                                                                       |  
  |         12  |  ITEM_MOD_DEFENSE_SKILL_RATING     |  0.80  |  TANK            |  Reduce Chance of Being Hit, or Critically Hit. Increase Chance to Block, Dodge, and Perry an Attack.   |  
  |         13  |  ITEM_MOD_DODGE_RATING             |  0.85  |  TANK            |  Increase Chance to Dodge an Attack.                                                                    |  
  |         14  |  ITEM_MOD_PARRY_RATING             |  0.25  |  TANK            |  Increase Chance to Perry an Attack.                                                                    |  
  |         15  |  ITEM_MOD_BLOCK_RATING             |  0.55  |  TANK            |  Increase Chance to Block an Attack.                                                                    |  
  |         31  |  ITEM_MOD_HIT_RATING               |  0.85  |  DPS             |  Increase Chance of Successful Hit.                                                                     |  
  |         32  |  ITEM_MOD_CRIT_RATING              |  0.90  |  DPS             |  Increase Chance of Critical Hit.                                                                       |  
  |         35  |  ITEM_MOD_RESILIENCE_RATING        |  0.70  |  PVP             |  Reduce PVP Damage Taken.                                                                               |  
  |         36  |  ITEM_MOD_HASTE_RATING             |  0.90  |  DPS             |  Increase Attack Speed. Reduce Cast Time.                                                               |  
  |         37  |  ITEM_MOD_EXPERTISE_RATING         |  1.10  |  MELEE           |  Reduce Chance of Melee Attack Being Avoided by Target.                                                 |  
  |         38  |  ITEM_MOD_ATTACK_POWER             |  0.40  |  DPS             |  Increase Base Weapon Damage.                                                                           |  
  |         39  |  ITEM_MOD_RANGED_ATTACK_POWER      |  0.40  |  RANGED          |  Increase Ranged Weapon Damage.                                                                         |  
  |         42  |  ITEM_MOD_SPELL_DAMAGE_DONE        |  0.45  |  CASTER          |  Legacy Stat -> Mirrors Spell Power.                                                                    |  
  |         44  |  ITEM_MOD_ARMOR_PENETRATION_RATIN  |  0.90  |  MELEE DPS       |  Increase Amount of Armor Player Attack can Ignore.                                                     |  
  |         45  |  ITEM_MOD_SPELL_POWER              |  0.90  |  CASTER          |  Increase Effectiveness of Spells.                                                                      |  
  |             |                                    |        |                  |                                                                                                         |  
  |         --  |  Other                             |  0.25  |  UNKNOWN         |  All Other Stats.                                                                                       |  
  |             |                                    |        |                  |                                                                                                         |  
  |         --  |  socketBonus                       |   50%  |  UNKNOWN         |  Socket Bonus is 50% of Equivalent stat_value Cost.                                                     |  
  |             |                                    |        |                  |                                                                                                         |  
  +-------------+------------------------------------+--------+------------------+---------------------------------------------------------------------------------------------------------+  

                                                                                                             * Negative stat_values should consume the same cost as positive stat_values.     

                                                                                                                           
                                                                                                                           
###########################################################################################################################
##                                                                                                                       ##
##  2. Socket Cost Table:                                                                                        (v2.4)  ##
##                                                                                                                       ##
###########################################################################################################################
                                                                                                                           

  Socket Cost Table: v2.4  

  +---------------+-----------------------------+--------+  
  |  socketBonus  |  Socket Bonus Name          |  Cost  |  
  |         3765  |  +4 Armor Penetration       |  1.80  |  
  |         3766  |  +12 Stamina                |  6.00  |  
  |         3778  |  +8 Expertise Rating        |  4.40  |  
  |         3821  |  +8 Resilience Rating       |  2.80  |  
  |         3857  |  +6 Defense Rating          |  2.40  |  
  |         3871  |  +6 Parry Rating            |  0.75  |  
  |         3877  |  +16 Attack Power           |  3.20  |  
  |         3880  |  +6 Armor Penetration       |  2.70  |  
  |         3882  |  +8 Armor Penetration       |  3.60  |  
  |               |                             |        |  
  +---------------+-----------------------------+--------+  

                                                                                                                           
                                                                                                                           
###########################################################################################################################
##                                                                                                                       ##
##  3. Drop Multiplier Table:                                                                                    (v2.4)  ##
##                                                                                                                       ##
###########################################################################################################################
                                                                                                                           

  Drop Multiplier Table: v2.4  

  +--------------------+--------------+  
  |  Drop Environment  |  Multiplier  |  
  +--------------------+--------------+  
  |                    |              |  
  |  Dungeon           |        1.04  |  
  |  Raid              |        1.10  |  
  |  World             |        1.00  |  
  |                    |              |  
  +--------------------+--------------+  

                                                                                                                           
                                                                                                                           
###########################################################################################################################
##                                                                                                                       ##
##  4. Source Multiplier Table:                                                                                  (v2.4)  ##
##                                                                                                                       ##
###########################################################################################################################
                                                                                                                           

  Source Multiplier Table: v2.4  

  +--------------------+--------------+  
  |  Source Type       |  Multiplier  |  
  +--------------------+--------------+  
  |                    |              |  
  |  Conjured          |        0.66  |  
  |  Crafted           |        0.97  |  
  |  Creature          |        0.97  |  
  |  Gameobject        |        1.05  |  
  |  Item_Loot         |        1.00  |  
  |  Quest             |        0.88  |  
  |  Vendor            |        1.17  |  
  |                    |              |  
  +--------------------+--------------+  

                                                                                                                           
                                                                                                                           
###########################################################################################################################
##                                                                                                                       ##
##  5. Common Multiplier Table:                                                                                  (v1.0)  ##
##                                                                                                                       ##
###########################################################################################################################
                                                                                                                           

  Common Multiplier Table: v1.0  

  +---------------------------+--------------+  
  |  Type                     |  Multiplier  |  
  +---------------------------+--------------+  
  |                           |              |  
  |  Creature Drop - Raid     |        1.10  |  
  |  Creature Drop - Dungeon  |        1.05  |  
  |  Creature Drop - World    |        1.00  |  
  |                           |              |  
  |  Quest Reward             |        0.85  |  
  |                           |              |  
  +---------------------------+--------------+  

            * All other not listed as 1.00.     

                                                                                                                           
                                                                                                                           
###########################################################################################################################
##                                                                                                                       ##
##  6. Slot Multiplier Tables:                                                                                   (v2.4)  ##
##                                                                                                                       ##
###########################################################################################################################
                                                                                                                           

  Slot Multiplier Table: v2.4  

  +---------+------------+-----------------+--------------------+--------------+  
  |  class  |  subclass  |  InventoryType  |  Slot Name         |  Multiplier  |  
  +---------+------------+-----------------+--------------------+--------------+  
  |         |            |                 |                    |              |  
  |      2  |         0  |              *  |  1H Axe            |        0.86  |  
  |      2  |         1  |              *  |  2H Axe            |        1.31  |  
  |      2  |         2  |              *  |  Bow               |        0.75  |  
  |      2  |         3  |              *  |  Gun               |        0.76  |  
  |      2  |         4  |              *  |  1H Mace           |        0.96  |  
  |      2  |         5  |              *  |  2H Mace           |        1.41  |  
  |      2  |         6  |              *  |  Polearm           |        1.38  |  
  |      2  |         7  |              *  |  1H Sword          |        0.94  |  
  |      2  |         8  |              *  |  2H Sword          |        1.34  |  
  |      2  |        10  |              *  |  Staff             |        1.67  |  
  |      2  |        13  |              *  |  Fist Weapon       |        0.82  |  
  |      2  |        15  |              *  |  Dagger            |        0.97  |  
  |      2  |        16  |              *  |  Thrown            |        1.00  |  
  |      2  |        18  |              *  |  Crossbow          |        0.78  |  
  |      2  |        19  |              *  |  Wand              |        1.20  |  
  |         |            |                 |                    |              |  
  |      4  |         *  |              1  |  Head              |        1.32  |  
  |      4  |         *  |              2  |  Neck              |        0.45  |  
  |      4  |         *  |              3  |  Shoulder          |        1.13  |  
  |      4  |         *  |              5  |  Chest             |        1.68  |  
  |      4  |         *  |              6  |  Waist             |        1.00  |  
  |      4  |         *  |              7  |  Legs              |        1.40  |  
  |      4  |         *  |              8  |  Feet              |        1.12  |  
  |      4  |         *  |              9  |  Wrists            |        0.76  |  
  |      4  |         *  |             10  |  Hands             |        1.03  |  
  |      4  |         *  |             11  |  Finger            |        0.44  |  
  |      4  |         *  |             14  |  Shield            |        6.53  |  
  |      4  |         *  |             16  |  Back              |        0.49  |  
  |      4  |         *  |             20  |  Robe              |        0.99  |  
  |      4  |         *  |             23  |  Held in Off-Hand  |        0.38  |  
  |         |            |                 |                    |              |  
  +---------+------------+-----------------+--------------------+--------------+  

                                                                                                                           
                                                                                                                           
###########################################################################################################################
##                                                                                                                       ##
##  7. Base Budget Table: master                                                                                 (v1.0)  ##
##                                                                                                                       ##
###########################################################################################################################
                                                                                                                           

  Base Budget Table: master v1.0  

  +--------------+--------------+--------------+--------------+--------------+--------------+--------------+  
  |   ItemLevel  |        Poor  |      Common  |    Uncommon  |        Rare  |        Epic  |   Legendary  |  
  +--------------+--------------+--------------+--------------+--------------+--------------+--------------+  
  |              |              |              |              |              |              |              |  
  |          10  |     0.00000  |     5.47942  |     6.67332  |     0.00000  |     0.00000  |     0.00000  |  
  |          11  |     0.00000  |     5.59049  |     7.15379  |     0.00000  |     0.00000  |     0.00000  |  
  |          12  |     0.00000  |     6.18744  |     8.08925  |     0.00000  |     0.00000  |     0.00000  |  
  |          13  |     0.00000  |     6.35393  |     8.79996  |     0.00000  |     0.00000  |     0.00000  |  
  |          14  |     0.00000  |     6.54339  |     9.50739  |     0.00000  |     0.00000  |     0.00000  |  
  |          15  |     0.00000  |     6.66029  |    10.31475  |     0.00000  |     0.00000  |     0.00000  |  
  |          16  |     0.00000  |     6.86941  |    11.17902  |     0.00000  |     0.00000  |     0.00000  |  
  |          17  |     0.00000  |     6.86941  |    11.90853  |     0.00000  |     0.00000  |     0.00000  |  
  |          18  |     0.00000  |     7.03127  |    12.72259  |    17.05133  |     0.00000  |     0.00000  |  
  |          19  |     0.00000  |     7.25790  |    12.86343  |    17.12807  |     0.00000  |     0.00000  |  
  |          20  |     0.00000  |     8.74211  |    13.37251  |    17.12807  |     0.00000  |     0.00000  |  
  |          21  |     0.00000  |     8.90109  |    13.42421  |    17.68452  |     0.00000  |     0.00000  |  
  |          22  |     0.00000  |    10.33983  |    14.35341  |    17.90499  |     0.00000  |     0.00000  |  
  |          23  |     0.00000  |    10.33983  |    14.63914  |    17.90499  |     0.00000  |     0.00000  |  
  |          24  |     0.00000  |    11.15316  |    15.53933  |    19.15083  |     0.00000  |     0.00000  |  
  |          25  |     0.00000  |    11.20607  |    15.88145  |    21.13418  |     0.00000  |     0.00000  |  
  |          26  |     0.00000  |    11.20607  |    16.84621  |    22.34506  |     0.00000  |     0.00000  |  
  |          27  |     0.00000  |    11.20607  |    17.19396  |    22.45599  |     0.00000  |     0.00000  |  
  |          28  |     0.00000  |     0.00000  |    17.51091  |    22.67826  |     0.00000  |     0.00000  |  
  |          29  |     0.00000  |    13.69012  |    17.60558  |    23.56851  |     0.00000  |     0.00000  |  
  |          30  |     0.00000  |    14.58772  |    18.18104  |    23.80099  |     0.00000  |     0.00000  |  
  |          31  |     0.00000  |     0.00000  |    19.49941  |    23.80099  |     0.00000  |     0.00000  |  
  |          32  |     0.00000  |    18.71799  |    20.10400  |    23.80099  |     0.00000  |     0.00000  |  
  |          33  |     0.00000  |     0.00000  |    20.61242  |    25.26239  |     0.00000  |     0.00000  |  
  |          34  |     0.00000  |    18.71799  |    20.61242  |    27.32493  |     0.00000  |     0.00000  |  
  |          35  |     0.00000  |    18.71799  |    20.98682  |    29.21271  |     0.00000  |     0.00000  |  
  |          36  |     0.00000  |    18.71799  |    21.98072  |    29.91585  |    27.62881  |     0.00000  |  
  |          37  |     0.00000  |    18.71799  |    22.57844  |    29.91585  |     0.00000  |     0.00000  |  
  |          38  |     0.00000  |     0.00000  |    22.93167  |    31.13609  |     0.00000  |     0.00000  |  
  |          39  |     0.00000  |     0.00000  |    24.86227  |    31.77931  |     0.00000  |     0.00000  |  
  |          40  |     0.00000  |    18.71799  |    28.15786  |    33.99903  |    31.51190  |     0.00000  |  
  |          41  |     0.00000  |     0.00000  |    32.49619  |    38.93772  |    33.01230  |     0.00000  |  
  |          42  |     0.00000  |     0.00000  |    35.23573  |    41.40206  |    36.90227  |     0.00000  |  
  |          43  |     0.00000  |     0.00000  |    36.71196  |    42.35603  |    39.04898  |     0.00000  |  
  |          44  |     0.00000  |    21.30349  |    39.19368  |    42.35603  |    51.88797  |     0.00000  |  
  |          45  |     0.00000  |    21.61192  |    39.92334  |    42.35603  |    56.77962  |     0.00000  |  
  |          46  |     0.00000  |    26.69561  |    41.75548  |    42.35603  |    56.77962  |     0.00000  |  
  |          47  |     0.00000  |    30.47460  |    41.75548  |    43.38158  |    57.49975  |     0.00000  |  
  |          48  |     0.00000  |     0.00000  |    42.36863  |    43.38158  |    57.49975  |     0.00000  |  
  |          49  |     0.00000  |     0.00000  |    44.06094  |    45.03719  |    57.49975  |     0.00000  |  
  |          50  |     0.00000  |    34.46743  |    45.33540  |    45.03719  |    57.49975  |     0.00000  |  
  |          51  |     0.00000  |     0.00000  |    46.95312  |    49.29312  |    57.49975  |     0.00000  |  
  |          52  |     0.00000  |     0.00000  |    48.12018  |    51.68795  |    57.49975  |     0.00000  |  
  |          53  |     0.00000  |     0.00000  |    48.54951  |    51.68795  |    57.49975  |     0.00000  |  
  |          54  |     0.00000  |     0.00000  |    48.54951  |    51.68795  |    57.49975  |     0.00000  |  
  |          55  |     0.00000  |    35.66261  |    48.54951  |    51.87506  |    57.49975  |     0.00000  |  
  |          56  |     0.00000  |     0.00000  |    49.54757  |    52.06412  |    57.49975  |     0.00000  |  
  |          57  |     0.00000  |     0.00000  |    50.99130  |    54.67221  |    57.52424  |     0.00000  |  
  |          58  |     0.00000  |     0.00000  |    51.72938  |    54.74311  |    65.56334  |     0.00000  |  
  |          59  |     0.00000  |     0.00000  |    53.57161  |    57.42095  |    74.21993  |     0.00000  |  
  |          60  |     0.00000  |     0.00000  |    53.95670  |    57.42095  |    78.30964  |     0.00000  |  
  |          61  |     0.00000  |     0.00000  |    53.97341  |    57.90896  |    78.30964  |     0.00000  |  
  |          62  |     0.00000  |     0.00000  |    53.97341  |    58.24595  |    78.30964  |     0.00000  |  
  |          63  |     0.00000  |     0.00000  |    53.97341  |    58.24595  |    78.30964  |     0.00000  |  
  |          64  |     0.00000  |     0.00000  |    55.13619  |    58.24595  |    78.30964  |     0.00000  |  
  |          65  |     0.00000  |     0.00000  |    60.28402  |    58.24595  |    78.30964  |     0.00000  |  
  |          66  |     0.00000  |     0.00000  |     0.00000  |    58.24595  |    79.37703  |     0.00000  |  
  |          67  |     0.00000  |     0.00000  |     0.00000  |     0.00000  |    81.97799  |     0.00000  |  
  |          68  |     0.00000  |     0.00000  |     0.00000  |    58.24595  |    81.97799  |     0.00000  |  
  |          69  |     0.00000  |    35.66261  |     0.00000  |     0.00000  |    81.97799  |     0.00000  |  
  |          70  |     0.00000  |    35.66261  |     0.00000  |    58.24595  |    81.97799  |     0.00000  |  
  |          71  |     0.00000  |    35.66261  |     0.00000  |    64.16274  |    83.97433  |     0.00000  |  
  |          72  |     0.00000  |    38.27186  |     0.00000  |     0.00000  |    86.85622  |     0.00000  |  
  |          73  |     0.00000  |     0.00000  |     0.00000  |    67.43558  |    92.14245  |     0.00000  |  
  |          74  |     0.00000  |     0.00000  |     0.00000  |    70.89170  |    92.14245  |     0.00000  |  
  |          75  |     0.00000  |    38.27186  |     0.00000  |     0.00000  |    92.14245  |     0.00000  |  
  |          76  |     0.00000  |     0.00000  |    66.89016  |     0.00000  |    92.14245  |    67.14073  |  
  |          77  |     0.00000  |     0.00000  |     0.00000  |     0.00000  |    92.14245  |     0.00000  |  
  |          78  |     0.00000  |     0.00000  |     0.00000  |     0.00000  |    92.14245  |     0.00000  |  
  |          79  |     0.00000  |     0.00000  |     0.00000  |     0.00000  |    92.14245  |     0.00000  |  
  |          80  |     0.00000  |    42.12501  |    71.88463  |    70.89170  |    93.16457  |    77.34872  |  
  |          81  |     0.00000  |     0.00000  |    74.78868  |     0.00000  |    93.16457  |     0.00000  |  
  |          82  |     0.00000  |     0.00000  |     0.00000  |    77.88520  |     0.00000  |     0.00000  |  
  |          83  |     0.00000  |     0.00000  |    77.00697  |     0.00000  |    93.16457  |     0.00000  |  
  |          84  |     0.00000  |     0.00000  |    78.56060  |     0.00000  |   100.89392  |     0.00000  |  
  |          85  |     0.00000  |    53.17789  |     0.00000  |    82.53319  |   112.09631  |     0.00000  |  
  |          86  |     0.00000  |     0.00000  |     0.00000  |     0.00000  |   119.45984  |     0.00000  |  
  |          87  |     0.00000  |     0.00000  |    80.11701  |     0.00000  |     0.00000  |     0.00000  |  
  |          88  |     0.00000  |     0.00000  |     0.00000  |    86.79498  |   119.45984  |     0.00000  |  
  |          89  |     0.00000  |     0.00000  |     0.00000  |     0.00000  |   119.45984  |     0.00000  |  
  |          90  |     0.00000  |    61.20630  |    81.68283  |     0.00000  |   119.45984  |    99.89676  |  
  |          91  |     0.00000  |     0.00000  |     0.00000  |    91.98998  |     0.00000  |     0.00000  |  
  |          92  |     0.00000  |     0.00000  |     0.00000  |     0.00000  |   119.45984  |     0.00000  |  
  |          93  |     0.00000  |     0.00000  |    83.19779  |     0.00000  |     0.00000  |     0.00000  |  
  |          94  |     0.00000  |     0.00000  |     0.00000  |    96.89308  |     0.00000  |     0.00000  |  
  |          95  |     0.00000  |     0.00000  |     0.00000  |     0.00000  |   119.45984  |     0.00000  |  
  |          96  |     0.00000  |     0.00000  |    85.22239  |     0.00000  |     0.00000  |     0.00000  |  
  |          97  |     0.00000  |     0.00000  |     0.00000  |   102.64642  |     0.00000  |     0.00000  |  
  |          99  |     0.00000  |     0.00000  |    87.02738  |     0.00000  |     0.00000  |     0.00000  |  
  |         100  |     0.00000  |     0.00000  |     0.00000  |   111.90492  |   119.45984  |   136.30080  |  
  |         101  |     0.00000  |     0.00000  |     0.00000  |   111.90492  |     0.00000  |     0.00000  |  
  |         102  |     0.00000  |     0.00000  |    87.02738  |   111.90492  |     0.00000  |     0.00000  |  
  |         103  |     0.00000  |     0.00000  |    87.02738  |   111.90492  |     0.00000  |     0.00000  |  
  |         105  |     0.00000  |     0.00000  |    87.02738  |     0.00000  |   119.45984  |     0.00000  |  
  |         106  |     0.00000  |     0.00000  |     0.00000  |   111.90492  |     0.00000  |     0.00000  |  
  |         107  |     0.00000  |     0.00000  |     0.00000  |     0.00000  |   125.75698  |     0.00000  |  
  |         108  |     0.00000  |     0.00000  |    94.08521  |   111.90492  |     0.00000  |     0.00000  |  
  |         109  |     0.00000  |     0.00000  |     0.00000  |   111.90492  |     0.00000  |     0.00000  |  
  |         110  |     0.00000  |     0.00000  |     0.00000  |   111.90492  |   154.45332  |     0.00000  |  
  |         111  |     0.00000  |     0.00000  |    96.49739  |     0.00000  |     0.00000  |     0.00000  |  
  |         112  |     0.00000  |     0.00000  |     0.00000  |   111.90492  |     0.00000  |     0.00000  |  
  |         113  |     0.00000  |     0.00000  |     0.00000  |   111.90492  |   154.45332  |     0.00000  |  
  |         114  |     0.00000  |     0.00000  |   100.78219  |   117.18302  |     0.00000  |     0.00000  |  
